Timestamp,Distance (cm)
1722230262.916933,996.46
1722230263.07636,996.52
1722230263.181818,9.91
1722230263.285931,12.51
1722230263.4380531,996.54
1722230263.5975769,996.42
1722230263.698427,9.64
1722230263.802787,10.35
1722230263.9081652,8.87
1722230264.0599942,996.59
1722230264.161526,8.01
1722230264.320406,996.56
1722230264.42548,12.9
1722230264.526298,5.85
1722230264.627038,10.51
1722230264.73882,255.0
1722230264.854455,254.91
1722230264.969974,255.41
1722230265.129295,996.51
1722230265.2888699,996.56
1722230265.448305,996.54
1722230265.607865,996.57
1722230265.7677052,996.44
1722230265.8831449,256.22
1722230265.985919,6.27
1722230266.143818,996.49
1722230266.24704,5.92
1722230266.3497632,11.8
1722230266.505436,996.56
1722230266.61093,11.83
1722230266.7114801,11.36
1722230266.8666198,996.54
1722230266.971782,7.82
1722230267.0733,9.77
1722230267.178566,10.8
1722230267.281808,11.03
