Timestamp,Distance (cm)
1722230267.3836749,6.8
1722230267.489001,6.75
1722230267.589868,11.31
1722230267.6934621,10.8
1722230267.79879,7.17
1722230267.934897,996.47
1722230268.094432,996.51
1722230268.1998851,7.53
1722230268.3548229,996.56
1722230268.514387,996.56
1722230268.67384,996.56
1722230268.789473,256.26
1722230268.949195,996.51
1722230269.1084,996.54
1722230269.2240262,256.27
1722230269.3264341,10.4
1722230269.431726,16.22
1722230269.538486,8.16
1722230269.642441,10.63
1722230269.788204,996.49
1722230269.9481301,996.57
1722230270.0535,5.71
1722230270.15774,6.83
1722230270.260749,10.73
1722230270.365291,5.17
1722230270.510637,996.57
1722230270.6128829,11.29
1722230270.771265,996.47
1722230270.930819,996.56
1722230271.0902,996.37
1722230271.192749,6.61
1722230271.295757,10.08
1722230271.4011588,9.33
1722230271.5049448,8.99
1722230271.6535711,996.54
1722230271.813035,996.56
1722230271.916526,11.07
1722230272.0171142,10.23
1722230272.118679,10.23
1722230272.275844,996.54
1722230272.435298,996.56
1722230272.5947762,996.56
1722230272.754484,996.46
1722230272.8597782,14.69
1722230272.9617999,11.31
1722230273.067165,11.46
1722230273.172532,7.09
1722230273.277836,7.48
1722230273.419103,996.35
1722230273.5786922,996.39
1722230273.738296,996.4
1722230273.841611,13.19
1722230273.998862,996.51
1722230274.158567,996.51
1722230274.2593431,11.05
1722230274.419138,996.51
1722230274.578655,996.51
1722230274.681479,7.91
1722230274.784737,8.28
1722230274.885369,8.79
1722230274.987495,11.66
1722230275.091629,39.29
1722230275.1969779,13.7
1722230275.301064,8.87
1722230275.44667,996.54
1722230275.606174,996.54
1722230275.766015,996.57
1722230275.925405,996.57
1722230276.084778,996.59
1722230276.2446048,996.49
1722230276.40415,996.61
1722230276.563684,996.56
1722230276.667849,9.94
1722230276.8241699,996.47
1722230276.983776,996.44
1722230277.143577,996.47
1722230277.30283,996.52
1722230277.462493,996.52
1722230277.6218948,996.57
1722230277.781185,996.64
1722230277.941035,996.69
1722230278.100458,996.61
1722230278.2600708,996.66
1722230278.419573,996.54
1722230278.520725,13.58
1722230278.6220312,14.47
1722230278.726899,11.75
1722230278.830681,11.42
1722230278.931508,41.89
1722230279.086726,996.69
1722230279.191475,10.54
1722230279.296235,6.14
1722230279.401599,6.41
1722230279.548903,996.64
1722230279.708416,996.57
1722230279.8678799,996.57
1722230279.971967,10.98
1722230280.0761259,7.21
1722230280.177804,11.58
1722230280.2831948,11.58
1722230280.431648,996.52
1722230280.591118,996.47
1722230280.7506728,996.57
1722230280.8513558,6.63
1722230280.95612,16.39
1722230281.059849,6.66
1722230281.164704,5.97
1722230281.313941,996.49
1722230281.473541,996.59
1722230281.578402,8.35
1722230281.681757,41.06
1722230281.783108,39.71
1722230281.8847702,15.06
1722230282.040815,996.49
1722230282.200417,996.51
1722230282.359941,996.56
1722230282.463016,41.89
1722230282.5660381,40.95
1722230282.668436,41.0
1722230282.772382,11.05
1722230282.929207,996.44
1722230283.0886981,996.61
1722230283.193402,11.46
1722230283.295546,6.75
1722230283.400914,6.83
1722230283.5060658,6.34
1722230283.6516778,996.42
1722230283.811203,996.44
1722230283.913378,8.13
1722230284.0171032,10.22
1722230284.122474,7.63
1722230284.2265348,6.78
1722230284.331954,6.49
1722230284.475134,996.44
1722230284.63462,996.57
1722230284.737323,41.02
1722230284.8425999,9.33
1722230284.943358,14.77
1722230285.099236,996.62
1722230285.202399,8.28
1722230285.303273,7.89
1722230285.408284,8.91
1722230285.5138922,9.37
1722230285.662348,996.54
1722230285.766439,9.6
1722230285.8677309,8.59
1722230286.024009,996.61
1722230286.1834722,996.62
1722230286.344287,996.66
1722230286.502603,996.56
1722230286.662117,996.51
1722230286.767292,39.97
1722230286.924418,996.56
1722230287.08401,996.34
1722230287.243476,996.56
1722230287.403074,996.62
1722230287.5632918,996.57
1722230287.722121,996.46
1722230287.88173,996.64
1722230288.041266,996.66
1722230288.2007308,996.64
1722230288.306082,9.89
1722230288.407417,44.17
1722230288.564286,996.51
1722230288.723825,996.57
1722230288.827596,12.77
1722230288.929987,11.17
1722230289.031732,12.0
1722230289.1350138,10.23
1722230289.287731,996.61
1722230289.447259,996.46
1722230289.606796,996.51
1722230289.766295,996.59
1722230289.868889,39.27
1722230289.973227,13.53
1722230290.076915,6.92
1722230290.230668,996.66
1722230290.335724,8.53
1722230290.494608,996.61
1722230290.5957189,10.57
1722230290.6971872,12.44
1722230290.801259,11.65
1722230290.953981,996.47
1722230291.058848,10.66
1722230291.214568,996.61
1722230291.319942,13.58
1722230291.47533,996.64
1722230291.634923,996.68
1722230291.794168,996.59
1722230291.9537249,996.66
1722230292.113464,996.51
1722230292.2731829,996.34
1722230292.432575,996.54
1722230292.5377889,9.52
1722230292.639552,12.22
1722230292.744899,8.28
1722230292.895016,996.71
1722230292.995994,9.55
1722230293.098523,11.17
1722230293.2038982,40.38
1722230293.359492,996.73
1722230293.4644082,7.43
1722230293.619744,996.69
1722230293.779386,996.73
1722230293.881123,8.84
1722230294.039878,996.74
1722230294.142603,11.9
1722230294.2452679,11.08
1722230294.346893,11.93
1722230294.4544451,11.42
1722230294.559811,8.62
1722230294.665144,11.83
1722230294.770485,6.41
1722230294.876013,9.55
1722230295.0076401,996.76
1722230295.1671638,996.74
1722230295.326785,996.74
1722230295.48626,996.76
1722230295.6013691,248.12
1722230295.7609081,996.57
1722230295.920479,996.69
1722230296.0800462,996.68
1722230296.239672,996.71
1722230296.3991208,996.78
1722230296.558676,996.76
1722230296.7182322,996.74
1722230296.8778539,996.73
1722230297.037554,996.62
1722230297.196896,996.62
1722230297.298003,13.16
1722230297.399078,10.23
1722230297.501502,7.17
1722230297.606119,9.38
1722230297.760428,996.66
1722230297.919935,996.54
1722230298.07956,996.74
1722230298.239077,996.81
1722230298.398665,996.83
1722230298.55818,996.81
1722230298.717828,996.78
1722230298.858041,672.3
1722230299.017628,996.78
1722230299.1771069,996.78
1722230299.336652,996.78
1722230299.496282,996.68
1722230299.655827,996.79
1722230299.8154051,996.76
1722230299.974935,996.68
1722230300.1345868,996.76
1722230300.2939782,996.68
1722230300.3993468,16.81
1722230300.5016692,10.45
1722230300.655849,996.56
1722230300.757503,6.44
1722230300.916277,996.78
1722230301.020194,6.41
1722230301.125569,12.51
1722230301.230936,5.15
1722230301.336326,10.57
1722230301.441704,6.95
1722230301.546349,12.41
1722230301.647682,7.29
1722230301.7822962,996.62
1722230301.941834,996.61
1722230302.1013849,996.81
1722230302.260906,996.74
1722230302.420518,996.76
1722230302.580035,996.76
1722230302.739512,996.68
1722230302.8991182,996.69
1722230303.0586948,996.71
1722230303.161411,9.62
1722230303.2670798,14.35
1722230303.371017,13.45
1722230303.521703,996.93
1722230303.681216,996.78
1722230303.786231,5.47
1722230303.888402,6.51
1722230303.992995,12.22
1722230304.0951638,42.57
1722230304.1961899,12.68
1722230304.299307,11.24
1722230304.403278,5.64
1722230304.549366,996.71
1722230304.708971,996.73
1722230304.811571,10.06
1722230304.915432,6.87
1722230305.017162,12.22
1722230305.120116,12.51
1722230305.2217221,8.79
1722230305.325761,7.43
1722230305.431125,10.71
1722230305.532455,7.89
1722230305.6763048,996.66
1722230305.835813,996.61
1722230305.995324,996.73
1722230306.100696,8.11
1722230306.255743,996.56
1722230306.361172,44.91
1722230306.4665558,6.53
1722230306.568522,10.73
1722230306.673995,101.69
1722230306.826692,996.85
1722230306.98621,996.74
1722230307.145749,996.62
1722230307.2511349,11.65
1722230307.3526669,6.78
1722230307.507273,996.71
1722230307.612677,6.92
1722230307.715412,9.81
1722230307.8197708,7.85
1722230307.933008,382.45
1722230308.0926442,996.88
1722230308.2522008,996.68
1722230308.356521,6.41
1722230308.458024,7.0
1722230308.563664,5.98
1722230308.669019,7.17
1722230308.772165,6.44
1722230308.8747609,13.84
1722230308.9801128,12.68
1722230309.085469,6.32
1722230309.2190819,996.76
1722230309.378509,996.78
1722230309.502176,392.82
1722230309.607579,12.22
1722230309.711145,5.17
1722230309.812937,11.66
1722230309.916735,11.48
1722230310.02093,12.56
1722230310.166949,996.68
1722230310.2685828,5.92
1722230310.427128,996.76
1722230310.583026,934.58
1722230310.7427032,996.66
1722230310.844874,11.39
1722230310.95022,5.73
1722230311.055569,5.9
1722230311.1609259,6.0
1722230311.263058,5.98
1722230311.364651,6.49
1722230311.4672709,6.32
1722230311.5700579,5.42
1722230311.6721768,5.66
1722230311.776656,6.61
1722230311.880163,11.05
1722230311.9824698,5.64
1722230312.083807,10.3
1722230312.184862,6.58
1722230312.2862499,5.76
1722230312.391587,6.49
1722230312.496192,7.09
1722230312.6162171,996.81
1722230312.775699,996.74
1722230312.879319,6.7
1722230312.979764,9.64
1722230313.0837052,10.49
1722230313.188359,12.82
1722230313.293536,11.07
1722230313.398098,10.22
1722230313.5034611,6.15
1722230313.6053,11.05
1722230313.74331,996.81
1722230313.902844,996.83
1722230314.0043468,10.15
1722230314.1051362,8.79
1722230314.264338,996.78
1722230314.4237099,996.78
1722230314.52588,9.72
1722230314.629215,8.28
1722230314.732409,8.16
1722230314.833128,11.05
1722230314.938339,8.28
1722230315.043218,8.28
1722230315.1457229,9.3
1722230315.251251,8.19
1722230315.356502,9.38
1722230315.461793,8.11
1722230315.5669088,6.87
1722230315.672419,6.34
1722230315.7759218,5.9
1722230315.8812768,11.31
1722230315.982343,10.88
1722230316.087679,10.9
1722230316.193032,9.64
1722230316.296194,9.21
1722230316.4011269,7.92
1722230316.5064871,8.45
1722230316.6115031,7.6
1722230316.7132921,6.32
1722230316.814695,6.36
1722230316.918978,6.26
1722230317.024371,6.24
1722230317.1267872,6.75
1722230317.2321038,12.15
1722230317.3362901,12.07
1722230317.440573,12.49
1722230317.5421782,11.66
1722230317.647616,11.68
1722230317.74915,11.66
1722230317.850368,11.73
1722230317.95157,11.75
1722230318.056662,12.17
1722230318.161961,12.07
1722230318.266699,11.65
1722230318.37044,11.65
1722230318.4757938,12.09
1722230318.576298,11.66
1722230318.678229,11.66
1722230318.780195,11.75
1722230318.880664,12.17
1722230318.9847019,10.9
1722230319.08557,9.55
1722230319.1862998,996.9
1722230319.2881489,996.78
1722230319.390086,10.37
1722230319.4923022,5.22
1722230319.5957272,5.51
1722230319.701107,12.15
1722230319.806449,7.29
1722230319.907413,11.93
1722230320.010648,158.18
1722230320.162456,996.86
1722230320.322102,996.81
1722230320.42466,7.34
1722230320.529788,9.38
1722230320.6833951,996.83
1722230320.8429482,996.86
1722230320.948224,7.17
1722230321.053473,9.81
1722230321.154407,10.74
1722230321.259628,15.45
1722230321.3644118,11.24
1722230321.507819,996.78
1722230321.667383,996.79
1722230321.770468,8.53
1722230321.875919,9.79
1722230322.028942,996.78
1722230322.1324139,7.6
1722230322.289515,996.78
1722230322.3948941,13.58
1722230322.500314,11.73
1722230322.651252,996.68
1722230322.81087,996.76
1722230322.970251,996.79
1722230323.0727801,8.28
1722230323.176393,12.32
1722230323.281693,11.81
1722230323.43281,996.73
1722230323.59266,996.81
1722230323.695909,16.9
1722230323.8012958,16.54
1722230323.906708,16.05
1722230324.0079749,7.6
1722230324.111319,8.01
1722230324.212984,8.41
1722230324.361069,996.86
1722230324.464136,15.54
1722230324.569361,14.69
1722230324.674199,14.69
1722230324.7794712,10.91
1722230324.884833,8.36
1722230324.9901829,8.77
1722230325.092263,11.34
1722230325.193107,11.76
1722230325.295448,12.17
1722230325.428837,996.76
1722230325.588075,996.66
1722230325.747791,996.81
1722230325.907338,996.81
1722230326.0668008,996.76
1722230326.226444,996.64
1722230326.38594,996.76
1722230326.545393,996.66
1722230326.705056,996.81
1722230326.864504,996.73
1722230327.0239959,996.79
1722230327.18376,996.74
1722230327.343315,996.91
1722230327.502698,996.74
1722230327.662394,996.68
1722230327.821996,996.78
1722230327.981472,996.61
1722230328.140893,996.83
1722230328.3007429,996.76
1722230328.459852,996.78
1722230328.619574,996.81
1722230328.77928,996.88
1722230328.938773,996.83
1722230329.098152,996.79
1722230329.257893,996.88
1722230329.417214,996.69
1722230329.576921,996.81
1722230329.736515,996.79
1722230329.8961148,996.91
1722230330.055688,996.85
1722230330.215256,996.81
1722230330.37477,996.88
1722230330.534202,996.79
1722230330.693883,996.81
1722230330.853397,996.76
1722230330.9548328,16.73
1722230331.056581,9.72
1722230331.158706,8.87
1722230331.316247,996.88
1722230331.4758348,997.03
1722230331.635455,996.73
1722230331.7948182,996.83
1722230331.900225,8.48
1722230332.0554152,996.64
1722230332.214752,996.86
1722230332.374387,996.85
1722230332.479584,7.57
1722230332.635008,996.88
1722230332.737699,10.51
1722230332.840894,12.68
1722230332.9462929,9.81
1722230333.049858,15.45
1722230333.152231,5.98
1722230333.299654,996.86
1722230333.459081,996.73
1722230333.5642948,11.22
1722230333.668886,12.75
1722230333.820998,996.69
1722230333.923423,12.92
1722230334.0294762,10.8
1722230334.13135,9.94
1722230334.234696,12.39
1722230334.339521,13.67
1722230334.444756,13.79
1722230334.5872881,996.73
1722230334.6911948,7.39
1722230334.792651,8.57
1722230334.8964858,5.98
1722230335.0495849,996.73
1722230335.209134,996.73
1722230335.368617,996.76
1722230335.52827,996.61
1722230335.687834,996.83
1722230335.847466,996.83
1722230335.949173,4.71
1722230336.054731,15.37
1722230336.2088478,996.74
1722230336.310993,8.23
1722230336.4692638,996.74
1722230336.62879,996.83
1722230336.729741,9.84
1722230336.832066,12.85
1722230336.933832,7.63
1722230337.038465,11.83
1722230337.1400561,9.62
1722230337.293409,996.78
1722230337.4530072,996.62
1722230337.612679,996.83
1722230337.7180202,12.6
1722230337.8732421,996.78
1722230337.978482,13.67
1722230338.133981,996.78
1722230338.293668,996.73
1722230338.4530308,996.76
1722230338.61274,996.83
1722230338.772279,996.76
1722230338.932489,996.79
1722230339.0913541,996.86
1722230339.196247,10.8
1722230339.352005,996.66
1722230339.511637,996.79
1722230339.613056,7.94
1722230339.772118,996.66
1722230339.93154,996.81
1722230340.032875,16.08
1722230340.192462,996.78
1722230340.351944,996.74
1722230340.5117152,996.86
1722230340.612637,10.91
1722230340.771958,996.74
1722230340.931493,996.78
1722230341.0913339,996.83
1722230341.250721,996.81
1722230341.352745,6.36
1722230341.458092,7.55
1722230341.563004,13.67
1722230341.664895,7.72
1722230341.7707179,11.07
1722230341.872473,8.4
1722230341.975749,8.35
1722230342.077763,15.03
1722230342.183168,9.91
1722230342.319638,996.73
1722230342.42501,10.97
1722230342.5798342,996.81
1722230342.739607,996.79
1722230342.8990521,996.74
1722230343.05869,996.73
1722230343.1601,9.72
1722230343.265353,14.64
1722230343.367048,12.63
1722230343.471262,8.3
1722230343.576405,12.99
1722230343.677232,10.8
1722230343.778526,12.99
1722230343.881471,8.67
1722230343.986541,9.52
1722230344.1278,996.73
1722230344.287267,996.76
1722230344.446835,996.68
1722230344.606669,996.88
1722230344.708009,9.18
1722230344.813338,14.26
1722230344.96816,996.74
1722230345.127846,996.74
1722230345.231908,10.25
1722230345.33231,11.41
1722230345.4358258,11.22
1722230345.590622,996.79
1722230345.750176,996.85
1722230345.9098308,996.81
1722230346.0690439,996.78
1722230346.228766,996.83
1722230346.3883672,996.79
1722230346.547998,996.81
1722230346.707723,996.74
1722230346.8670158,996.59
1722230347.026507,996.85
1722230347.1860821,996.68
1722230347.34548,996.74
1722230347.505053,996.74
1722230347.664671,996.81
1722230347.8241,996.78
1722230347.983876,996.79
1722230348.1433668,996.74
1722230348.302877,996.76
1722230348.46257,996.81
1722230348.622153,996.59
1722230348.7275,8.76
1722230348.882633,996.74
1722230349.041863,996.64
1722230349.201468,996.74
1722230349.30245,10.25
1722230349.407011,9.57
1722230349.563097,996.81
1722230349.722523,996.73
1722230349.827074,8.06
1722230349.983125,996.68
1722230350.088387,7.67
1722230350.243459,996.78
1722230350.345031,12.84
1722230350.4471009,8.13
1722230350.547293,11.27
1722230350.70623,996.81
1722230350.809834,10.8
1722230350.9139688,8.76
1722230351.06794,996.71
1722230351.1707342,8.14
1722230351.275531,8.48
1722230351.428858,996.61
1722230351.5885289,996.83
1722230351.747978,996.83
1722230351.90753,996.76
1722230352.067009,996.81
1722230352.172215,6.48
1722230352.327451,996.88
1722230352.4869492,996.76
1722230352.646577,996.81
1722230352.749991,8.89
1722230352.851264,6.95
1722230353.0077922,996.68
1722230353.1105332,7.53
1722230353.213235,9.67
1722230353.3145542,10.51
1722230353.419517,10.93
1722230353.524032,6.78
1722230353.6294029,10.08
1722230353.773354,997.08
1722230353.932828,996.93
1722230354.092541,996.81
1722230354.197937,8.84
1722230354.301685,7.99
1722230354.4538612,996.83
1722230354.5591922,12.22
1722230354.6598132,11.88
1722230354.765182,10.61
1722230354.8677518,6.8
1722230354.968399,7.8
1722230355.07377,9.49
1722230355.175545,11.53
1722230355.320485,996.79
1722230355.479977,996.64
1722230355.6394691,996.78
1722230355.74458,7.21
1722230355.899919,996.71
1722230356.005276,7.46
1722230356.1067798,10.42
1722230356.211872,10.42
1722230356.317081,10.76
1722230356.4176462,10.28
1722230356.520203,10.28
1722230356.625111,11.98
1722230356.7270741,13.67
1722230356.8276238,10.28
1722230356.9285781,5.63
1722230357.031275,12.75
1722230357.1354802,10.63
1722230357.239378,10.2
1722230357.342443,5.54
1722230357.448121,6.53
1722230357.574272,996.76
1722230357.6775029,9.18
1722230357.834878,996.86
1722230357.994499,996.83
1722230358.154093,996.68
1722230358.259433,14.69
1722230358.3636951,7.14
1722230358.466536,12.49
1722230358.567729,8.76
1722230358.6731179,11.14
1722230358.775363,251.62
1722230358.934242,996.85
1722230359.0937548,996.88
1722230359.253352,996.95
1722230359.412971,996.76
1722230359.528227,251.19
1722230359.6877599,996.86
1722230359.8473642,996.85
1722230360.006879,996.76
1722230360.166404,996.79
1722230360.3259342,996.64
1722230360.4855301,996.81
1722230360.644913,996.76
1722230360.804608,996.88
1722230360.964193,996.78
1722230361.079328,252.01
1722230361.239022,996.83
1722230361.398645,996.78
1722230361.558273,996.81
1722230361.7178109,996.78
1722230361.8773649,996.76
1722230362.0369668,996.61
1722230362.196214,996.83
1722230362.3559198,996.76
1722230362.515546,996.81
1722230362.675078,996.79
1722230362.790465,251.18
1722230362.949913,996.73
1722230363.110141,996.78
1722230363.269001,996.86
1722230363.4285,996.83
1722230363.5881238,996.74
1722230363.7477481,996.78
1722230363.907294,996.73
1722230364.066684,996.73
1722230364.22683,996.81
1722230364.3858612,996.71
1722230364.5454469,996.81
1722230364.704929,996.78
1722230364.805685,6.7
1722230364.9067352,12.65
1722230365.0663302,996.73
1722230365.167249,10.56
1722230365.272531,10.59
1722230365.377426,5.68
1722230365.479164,7.48
1722230365.629677,996.81
1722230365.7893062,996.79
1722230365.9488251,996.69
1722230366.050188,11.48
1722230366.209973,996.81
1722230366.36889,996.91
1722230366.5285518,996.81
1722230366.68814,996.85
1722230366.803468,251.58
1722230366.962954,996.71
1722230367.122578,996.78
1722230367.282092,996.81
1722230367.397472,251.16
1722230367.557011,996.78
1722230367.7166662,996.76
1722230367.8760908,996.76
1722230367.99135,250.73
1722230368.150935,996.71
1722230368.310684,996.79
1722230368.4701068,996.78
1722230368.629746,996.81
1722230368.7891688,996.74
1722230368.9488971,996.66
1722230369.108195,996.78
1722230369.2675729,996.71
1722230369.427504,996.74
1722230369.586944,996.78
1722230369.6906948,9.6
1722230369.8474681,996.78
1722230369.952856,11.61
1722230370.1079528,996.74
1722230370.267645,996.71
1722230370.427066,996.69
1722230370.5867462,996.69
1722230370.746078,996.73
1722230370.905741,996.68
1722230371.0653539,996.81
1722230371.2247932,996.85
1722230371.384161,996.83
1722230371.5440562,996.76
1722230371.703566,996.81
1722230371.863103,996.74
1722230372.022621,996.66
1722230372.182122,996.73
1722230372.297536,255.27
1722230372.457354,996.76
1722230372.6169002,996.81
1722230372.776397,996.79
1722230372.935959,996.73
1722230373.095434,996.76
1722230373.255074,996.69
1722230373.414588,996.61
1722230373.574226,996.74
1722230373.733703,996.64
1722230373.893014,996.81
1722230374.008715,254.44
1722230374.124085,251.14
1722230374.2394109,250.66
1722230374.3988018,996.83
1722230374.558513,996.79
1722230374.718077,996.83
1722230374.877594,996.78
1722230375.037127,996.71
1722230375.1964889,996.68
1722230375.356101,996.81
1722230375.51572,996.76
1722230375.6752472,996.74
1722230375.8345149,996.69
1722230375.994328,996.78
1722230376.15394,996.71
1722230376.3134289,996.78
1722230376.472778,996.76
1722230376.632575,996.76
1722230376.74777,252.43
1722230376.907233,996.78
1722230377.066889,996.78
1722230377.226424,996.73
1722230377.341669,251.58
1722230377.501358,996.73
1722230377.6607392,996.71
1722230377.8203871,996.66
1722230377.979935,996.78
1722230378.139488,996.64
1722230378.2990668,996.68
1722230378.458644,996.71
1722230378.617985,996.74
1722230378.777633,996.71
1722230378.937064,996.76
1722230379.0967538,996.79
1722230379.2564769,996.85
1722230379.4158468,996.83
1722230379.575398,996.71
1722230379.735017,996.79
1722230379.894677,996.68
1722230380.0098429,251.65
1722230380.125216,252.06
1722230380.24036,251.24
1722230380.400127,996.85
1722230380.559477,996.9
1722230380.719249,996.79
1722230380.879046,996.83
1722230381.0384388,996.74
1722230381.1980622,996.76
1722230381.357379,996.66
1722230381.516942,996.78
1722230381.63233,251.77
1722230381.791874,996.79
1722230381.907267,251.23
1722230382.0666711,996.91
1722230382.226347,996.86
1722230382.385924,996.86
1722230382.545444,996.76
1722230382.6607502,253.74
1722230382.820307,996.69
1722230382.979965,996.88
1722230383.139362,996.85
1722230383.2991,996.88
1722230383.414475,251.67
1722230383.529814,251.67
1722230383.6893198,996.73
1722230383.804826,254.24
1722230383.9200268,251.28
1722230384.0796869,996.86
1722230384.194983,251.28
1722230384.354433,996.78
1722230384.5140648,996.9
1722230384.673773,996.81
1722230384.8332438,996.79
1722230384.9929159,996.81
1722230385.1524942,996.71
1722230385.312068,996.88
1722230385.4716642,996.83
1722230385.631132,996.88
1722230385.7907252,996.85
1722230385.9502459,996.85
1722230386.109643,996.86
1722230386.269873,996.86
1722230386.428821,996.78
1722230386.588211,996.62
1722230386.7479382,996.81
1722230386.907427,996.79
1722230387.0671308,996.9
1722230387.2266629,996.78
1722230387.386119,996.81
1722230387.545672,996.76
1722230387.705397,996.86
1722230387.8650382,996.76
1722230388.024313,996.64
1722230388.183705,996.76
1722230388.343474,996.68
1722230388.502997,996.71
1722230388.662365,996.76
1722230388.822119,996.83
1722230388.981739,996.79
1722230389.141202,996.81
1722230389.300643,996.83
1722230389.4601421,996.69
1722230389.592476,533.82
1722230389.709198,275.26
1722230389.8684428,996.79
1722230390.028298,996.79
1722230390.1876988,996.86
1722230390.347278,996.73
1722230390.506828,996.86
1722230390.6662662,996.78
1722230390.8259819,996.81
1722230390.985322,996.86
1722230391.144971,996.81
1722230391.304609,996.86
1722230391.464195,996.86
1722230391.623701,996.86
1722230391.783367,996.62
1722230391.942948,996.81
1722230392.102266,996.74
1722230392.262187,996.86
1722230392.421747,996.86
1722230392.536912,250.84
1722230392.696568,996.78
1722230392.855969,996.83
1722230393.0155451,996.78
1722230393.175145,996.79
1722230393.3346,996.79
1722230393.494163,996.59
1722230393.653738,996.76
1722230393.813396,996.64
1722230393.972905,996.76
1722230394.088334,252.96
1722230394.2479029,996.81
1722230394.4072719,996.76
1722230394.566922,996.69
1722230394.726333,996.59
1722230394.8860369,996.62
1722230395.04561,996.68
1722230395.205089,996.68
1722230395.364589,996.66
1722230395.523995,996.74
1722230395.639572,251.67
1722230395.7990808,996.71
1722230395.958726,996.69
1722230396.118239,996.79
1722230396.2776902,996.66
1722230396.437384,996.69
1722230396.552554,251.26
1722230396.712129,996.85
1722230396.871568,996.71
1722230397.0310342,996.64
1722230397.1909142,996.66
1722230397.3501859,996.56
1722230397.5096939,996.71
1722230397.6691241,996.68
1722230397.828783,996.74
1722230397.9883351,996.73
1722230398.148067,996.85
1722230398.307683,996.76
1722230398.466964,996.62
1722230398.5823019,252.09
1722230398.742183,996.78
1722230398.9014552,996.78
1722230399.060917,996.61
1722230399.220495,996.76
1722230399.3801239,996.71
1722230399.539575,996.79
1722230399.699112,996.69
1722230399.858701,996.79
1722230399.974109,252.13
1722230400.089441,251.65
1722230400.248883,996.74
1722230400.3643022,251.23
1722230400.523797,996.81
1722230400.6834319,996.74
1722230400.842908,996.81
1722230400.958318,252.09
1722230401.073824,252.52
1722230401.233378,996.85
1722230401.3930418,996.85
1722230401.552475,996.78
1722230401.711919,996.91
1722230401.8715708,996.81
1722230401.975157,6.72
1722230402.131943,996.73
1722230402.291411,996.69
1722230402.393536,9.52
1722230402.552133,996.74
1722230402.657511,10.91
1722230402.812754,996.78
1722230402.9723148,996.74
1722230403.074326,6.36
1722230403.232589,996.81
1722230403.392173,996.51
1722230403.551657,996.69
1722230403.711222,996.56
1722230403.870749,996.69
1722230404.0303192,996.68
1722230404.189719,996.64
1722230404.3494568,996.61
1722230404.453557,7.17
1722230404.609632,996.74
1722230404.769206,996.74
1722230404.928778,996.78
1722230405.029866,12.17
1722230405.189527,996.71
1722230405.349082,996.71
1722230405.508619,996.68
1722230405.668038,996.68
1722230405.827698,996.78
1722230405.932697,8.79
1722230406.08822,996.64
1722230406.2476952,996.76
1722230406.407308,996.66
1722230406.522656,252.08
1722230406.6822011,996.64
1722230406.841744,996.78
1722230407.001323,996.76
1722230407.116961,254.18
1722230407.232086,251.65
1722230407.391745,996.78
1722230407.493623,13.96
1722230407.652405,996.71
1722230407.812064,996.69
1722230407.971553,996.74
1722230408.131158,996.62
1722230408.290499,996.68
1722230408.450219,996.59
1722230408.609694,996.74
1722230408.769284,996.73
1722230408.928879,996.68
1722230409.088394,996.71
1722230409.248021,996.73
1722230409.407396,996.76
1722230409.5671659,996.71
1722230409.7266188,996.69
1722230409.886123,996.64
1722230410.045631,996.69
1722230410.205426,996.71
1722230410.364778,996.66
1722230410.5242329,996.64
1722230410.683808,996.66
1722230410.843422,996.68
1722230411.003036,996.61
1722230411.162496,996.69
1722230411.322057,996.68
1722230411.4815722,996.59
1722230411.641075,996.64
1722230411.800578,996.66
1722230411.960319,996.66
1722230412.119693,996.61
1722230412.279249,996.57
1722230412.438744,996.66
1722230412.598302,996.68
1722230412.757901,996.76
1722230412.917301,996.78
1722230413.0770571,996.78
1722230413.2365801,996.76
1722230413.39596,996.57
1722230413.555465,996.73
1722230413.715127,996.71
1722230413.8747919,996.73
1722230414.0342221,996.61
1722230414.193831,996.64
1722230414.353224,996.69
1722230414.454358,12.66
1722230414.613954,996.57
1722230414.773568,996.73
1722230414.9330409,996.73
1722230415.092567,996.68
1722230415.252158,996.69
1722230415.367624,252.93
1722230415.482999,252.91
1722230415.6424189,996.74
1722230415.802142,996.81
1722230415.9616692,996.78
1722230416.121224,996.76
1722230416.280628,996.71
1722230416.440324,996.66
1722230416.599895,996.76
1722230416.715181,251.65
1722230416.8758929,996.78
1722230417.034264,996.76
1722230417.149653,252.93
1722230417.3092952,996.73
1722230417.468842,996.71
1722230417.628173,996.74
1722230417.7436008,251.23
1722230417.90334,996.74
1722230418.062748,996.74
1722230418.1781828,251.65
1722230418.337846,996.73
1722230418.497133,996.69
1722230418.656685,996.78
1722230418.7721531,251.65
1722230418.931683,996.79
1722230419.091313,996.74
1722230419.2507782,996.74
1722230419.410246,996.76
1722230419.525692,254.86
1722230419.685366,996.68
1722230419.844895,996.52
1722230420.0043242,996.73
1722230420.1639192,996.66
1722230420.3233979,996.74
1722230420.483045,996.68
1722230420.598481,251.65
1722230420.757874,996.49
1722230420.9176168,996.71
1722230421.077066,996.62
1722230421.1924732,253.33
1722230421.3520482,996.61
1722230421.5116348,996.71
1722230421.6711948,996.74
1722230421.8306859,996.71
1722230421.945896,252.06
1722230422.105602,996.69
1722230422.2650628,996.78
1722230422.4248111,996.85
1722230422.584335,996.81
1722230422.743752,996.76
1722230422.903296,996.79
1722230423.062686,996.71
