Timestamp;Value;Type
4:03:43 PM.46;Distance: 0 cm\r\n;received
4:03:43 PM.77;LED1 (Green 1): OFF\r\n;received
4:03:43 PM.94;LED2 (Green 2): OFF\r\n;received
4:03:43 PM.109;LED3 (Yellow): OFF\r\n;received
4:03:43 PM.142;LED4 (Red 1): OFF\r\n;received
4:03:43 PM.157;LED5 (Red 2): ON\r\n;received
4:03:43 PM.174;--------------------\r\n;received
4:03:44 PM.182;Distance: 0 cm\r\n;received
4:03:44 PM.214;LED1 (Green 1): OFF\r\n;received
4:03:44 PM.230;LED2 (Green 2): OFF\r\n;received
4:03:44 PM.246;LED3 (Yellow): OFF\r\n;received
4:03:44 PM.277;LED4 (Red 1): OFF\r\n;received
4:03:44 PM.294;LED5 (Red 2): ON\r\n;received
4:03:44 PM.310;--------------------\r\n;received
4:03:45 PM.334;Distance: 0 cm\r\n;received
4:03:45 PM.349;LED1 (Green 1): OFF\r\n;received
4:03:45 PM.366;LED2 (Green 2): OFF\r\n;received
4:03:45 PM.398;LED3 (Yellow): OFF\r\n;received
4:03:45 PM.414;LED4 (Red 1): OFF\r\n;received
4:03:45 PM.429;LED5 (Red 2): ON\r\n;received
4:03:45 PM.446;--------------------\r\n;received
4:03:46 PM.454;Distance: 40 cm\r\n;received
4:03:46 PM.471;LED1 (Green 1): OFF\r\n;received
4:03:46 PM.502;LED2 (Green 2): ON\r\n;received
4:03:46 PM.518;LED3 (Yellow): OFF\r\n;received
4:03:46 PM.534;LED4 (Red 1): OFF\r\n;received
4:03:46 PM.566;LED5 (Red 2): OFF\r\n;received
4:03:46 PM.582;--------------------\r\n;received
4:03:47 PM.590;Distance: 39 cm\r\n;received
4:03:47 PM.605;LED1 (Green 1): OFF\r\n;received
4:03:47 PM.622;LED2 (Green 2): ON\r\n;received
4:03:47 PM.654;LED3 (Yellow): OFF\r\n;received
4:03:47 PM.670;LED4 (Red 1): OFF\r\n;received
4:03:47 PM.685;LED5 (Red 2): OFF\r\n;received
4:03:47 PM.718;--------------------\r\n;received
4:03:48 PM.726;Distance: 0 cm\r\n;received
4:03:48 PM.742;LED1 (Green 1): OFF\r\n;received
4:03:48 PM.774;LED2 (Green 2): OFF\r\n;received
4:03:48 PM.790;LED3 (Yellow): OFF\r\n;received
4:03:48 PM.806;LED4 (Red 1): OFF\r\n;received
4:03:48 PM.822;LED5 (Red 2): ON\r\n;received
4:03:48 PM.854;--------------------\r\n;received
4:03:49 PM.862;Distance: 0 cm\r\n;received
4:03:49 PM.878;LED1 (Green 1): OFF\r\n;received
4:03:49 PM.909;LED2 (Green 2): OFF\r\n;received
4:03:49 PM.925;LED3 (Yellow): OFF\r\n;received
4:03:49 PM.942;LED4 (Red 1): OFF\r\n;received
4:03:49 PM.974;LED5 (Red 2): ON\r\n;received
4:03:49 PM.989;--------------------\r\n;received
4:03:50 PM.998;Distance: 55 cm\r\n;received
4:03:51 PM.14;LED1 (Green 1): ON\r\n;received
4:03:51 PM.30;LED2 (Green 2): OFF\r\n;received
4:03:51 PM.61;LED3 (Yellow): OFF\r\n;received
4:03:51 PM.78;LED4 (Red 1): OFF\r\n;received
4:03:51 PM.94;LED5 (Red 2): OFF\r\n;received
4:03:51 PM.109;--------------------\r\n;received
4:03:52 PM.118;Distance: 54 cm\r\n;received
4:03:52 PM.150;LED1 (Green 1): ON\r\n;received
4:03:52 PM.166;LED2 (Green 2): OFF\r\n;received
4:03:52 PM.182;LED3 (Yellow): OFF\r\n;received
4:03:52 PM.214;LED4 (Red 1): OFF\r\n;received
4:03:52 PM.230;LED5 (Red 2): OFF\r\n;received
4:03:52 PM.246;--------------------\r\n;received
4:03:53 PM.270;Distance: 0 cm\r\n;received
4:03:53 PM.286;LED1 (Green 1): OFF\r\n;received
4:03:53 PM.302;LED2 (Green 2): OFF\r\n;received
4:03:53 PM.318;LED3 (Yellow): OFF\r\n;received
4:03:53 PM.350;LED4 (Red 1): OFF\r\n;received
4:03:53 PM.365;LED5 (Red 2): ON\r\n;received
4:03:53 PM.382;--------------------\r\n;received
4:03:54 PM.389;Distance: 49 cm\r\n;received
4:03:54 PM.421;LED1 (Green 1): ON\r\n;received
4:03:54 PM.438;LED2 (Green 2): OFF\r\n;received
4:03:54 PM.454;LED3 (Yellow): OFF\r\n;received
4:03:54 PM.470;LED4 (Red 1): OFF\r\n;received
4:03:54 PM.501;LED5 (Red 2): OFF\r\n;received
4:03:54 PM.518;--------------------\r\n;received
4:03:55 PM.526;Distance: 0 cm\r\n;received
4:03:55 PM.558;LED1 (Green 1): OFF\r\n;received
4:03:55 PM.574;LED2 (Green 2): OFF\r\n;received
4:03:55 PM.590;LED3 (Yellow): OFF\r\n;received
4:03:55 PM.622;LED4 (Red 1): OFF\r\n;received
4:03:55 PM.638;LED5 (Red 2): ON\r\n;received
4:03:55 PM.654;--------------------\r\n;received
4:03:56 PM.662;Distance: 0 cm\r\n;received
4:03:56 PM.695;LED1 (Green 1): OFF\r\n;received
4:03:56 PM.710;LED2 (Green 2): OFF\r\n;received
4:03:56 PM.727;LED3 (Yellow): OFF\r\n;received
4:03:56 PM.758;LED4 (Red 1): OFF\r\n;received
4:03:56 PM.774;LED5 (Red 2): ON\r\n;received
4:03:56 PM.790;--------------------\r\n;received
4:03:57 PM.797;Distance: 44 cm\r\n;received
4:03:57 PM.814;LED1 (Green 1): ON\r\n;received
4:03:57 PM.846;LED2 (Green 2): OFF\r\n;received
4:03:57 PM.862;LED3 (Yellow): OFF\r\n;received
4:03:57 PM.878;LED4 (Red 1): OFF\r\n;received
4:03:57 PM.894;LED5 (Red 2): OFF\r\n;received
4:03:57 PM.926;--------------------\r\n;received
4:03:58 PM.935;Distance: 50 cm\r\n;received
4:03:58 PM.950;LED1 (Green 1): ON\r\n;received
4:03:58 PM.966;LED2 (Green 2): OFF\r\n;received
4:03:58 PM.998;LED3 (Yellow): OFF\r\n;received
4:03:59 PM.14;LED4 (Red 1): OFF\r\n;received
4:03:59 PM.30;LED5 (Red 2): OFF\r\n;received
4:03:59 PM.62;--------------------\r\n;received
4:04:00 PM.54;Distance: 50 cm\r\n;received
4:04:00 PM.87;LED1 (Green 1): ON\r\n;received
4:04:00 PM.102;LED2 (Green 2): OFF\r\n;received
4:04:00 PM.118;LED3 (Yellow): OFF\r\n;received
4:04:00 PM.150;LED4 (Red 1): OFF\r\n;received
4:04:00 PM.166;LED5 (Red 2): OFF\r\n;received
4:04:00 PM.182;--------------------\r\n;received
4:04:01 PM.190;Distance: 44 cm\r\n;received
4:04:01 PM.206;LED1 (Green 1): ON\r\n;received
4:04:01 PM.238;LED2 (Green 2): OFF\r\n;received
4:04:01 PM.254;LED3 (Yellow): OFF\r\n;received
4:04:01 PM.270;LED4 (Red 1): OFF\r\n;received
4:04:01 PM.286;LED5 (Red 2): OFF\r\n;received
4:04:01 PM.318;--------------------\r\n;received
4:04:02 PM.326;Distance: 123 cm\r\n;received
4:04:02 PM.341;LED1 (Green 1): ON\r\n;received
4:04:02 PM.374;LED2 (Green 2): OFF\r\n;received
4:04:02 PM.390;LED3 (Yellow): OFF\r\n;received
4:04:02 PM.406;LED4 (Red 1): OFF\r\n;received
4:04:02 PM.438;LED5 (Red 2): OFF\r\n;received
4:04:02 PM.454;--------------------\r\n;received
4:04:03 PM.462;Distance: 114 cm\r\n;received
4:04:03 PM.478;LED1 (Green 1): ON\r\n;received
4:04:03 PM.510;LED2 (Green 2): OFF\r\n;received
4:04:03 PM.527;LED3 (Yellow): OFF\r\n;received
4:04:03 PM.542;LED4 (Red 1): OFF\r\n;received
4:04:03 PM.558;LED5 (Red 2): OFF\r\n;received
4:04:03 PM.590;--------------------\r\n;received
4:04:04 PM.598;Distance: 0 cm\r\n;received
4:04:04 PM.613;LED1 (Green 1): OFF\r\n;received
4:04:04 PM.646;LED2 (Green 2): OFF\r\n;received
4:04:04 PM.662;LED3 (Yellow): OFF\r\n;received
4:04:04 PM.679;LED4 (Red 1): OFF\r\n;received
4:04:04 PM.710;LED5 (Red 2): ON\r\n;received
4:04:04 PM.726;--------------------\r\n;received
4:04:05 PM.733;Distance: 38 cm\r\n;received
4:04:05 PM.750;LED1 (Green 1): OFF\r\n;received
4:04:05 PM.766;LED2 (Green 2): ON\r\n;received
4:04:05 PM.798;LED3 (Yellow): OFF\r\n;received
4:04:05 PM.814;LED4 (Red 1): OFF\r\n;received
4:04:05 PM.830;LED5 (Red 2): OFF\r\n;received
4:04:05 PM.846;--------------------\r\n;received
4:04:06 PM.870;Distance: 0 cm\r\n;received
4:04:06 PM.887;LED1 (Green 1): OFF\r\n;received
4:04:06 PM.903;LED2 (Green 2): OFF\r\n;received
4:04:06 PM.934;LED3 (Yellow): OFF\r\n;received
4:04:06 PM.950;LED4 (Red 1): OFF\r\n;received
4:04:06 PM.966;LED5 (Red 2): ON\r\n;received
4:04:06 PM.998;--------------------\r\n;received
4:04:07 PM.990;Distance: 39 cm\r\n;received
4:04:08 PM.22;LED1 (Green 1): OFF\r\n;received
4:04:08 PM.37;LED2 (Green 2): ON\r\n;received
4:04:08 PM.54;LED3 (Yellow): OFF\r\n;received
4:04:08 PM.70;LED4 (Red 1): OFF\r\n;received
4:04:08 PM.102;LED5 (Red 2): OFF\r\n;received
4:04:08 PM.118;--------------------\r\n;received
4:04:09 PM.126;Distance: 39 cm\r\n;received
4:04:09 PM.142;LED1 (Green 1): OFF\r\n;received
4:04:09 PM.174;LED2 (Green 2): ON\r\n;received
4:04:09 PM.191;LED3 (Yellow): OFF\r\n;received
4:04:09 PM.206;LED4 (Red 1): OFF\r\n;received
4:04:09 PM.221;LED5 (Red 2): OFF\r\n;received
4:04:09 PM.254;--------------------\r\n;received
4:04:10 PM.262;Distance: 0 cm\r\n;received
4:04:10 PM.278;LED1 (Green 1): OFF\r\n;received
4:04:10 PM.309;LED2 (Green 2): OFF\r\n;received
4:04:10 PM.326;LED3 (Yellow): OFF\r\n;received
4:04:10 PM.341;LED4 (Red 1): OFF\r\n;received
4:04:10 PM.374;LED5 (Red 2): ON\r\n;received
4:04:10 PM.390;--------------------\r\n;received
4:04:11 PM.398;Distance: 0 cm\r\n;received
4:04:11 PM.430;LED1 (Green 1): OFF\r\n;received
4:04:11 PM.447;LED2 (Green 2): OFF\r\n;received
4:04:11 PM.463;LED3 (Yellow): OFF\r\n;received
4:04:11 PM.478;LED4 (Red 1): OFF\r\n;received
4:04:11 PM.510;LED5 (Red 2): ON\r\n;received
4:04:11 PM.526;--------------------\r\n;received
4:04:12 PM.534;Distance: 35 cm\r\n;received
4:04:12 PM.550;LED1 (Green 1): OFF\r\n;received
4:04:12 PM.583;LED2 (Green 2): ON\r\n;received
4:04:12 PM.598;LED3 (Yellow): OFF\r\n;received
4:04:12 PM.614;LED4 (Red 1): OFF\r\n;received
4:04:12 PM.629;LED5 (Red 2): OFF\r\n;received
4:04:12 PM.662;--------------------\r\n;received
4:04:13 PM.654;Distance: 35 cm\r\n;received
4:04:13 PM.687;LED1 (Green 1): OFF\r\n;received
4:04:13 PM.702;LED2 (Green 2): ON\r\n;received
4:04:13 PM.734;LED3 (Yellow): OFF\r\n;received
4:04:13 PM.749;LED4 (Red 1): OFF\r\n;received
4:04:13 PM.766;LED5 (Red 2): OFF\r\n;received
4:04:13 PM.782;--------------------\r\n;received
4:04:14 PM.790;Distance: 35 cm\r\n;received
4:04:14 PM.807;LED1 (Green 1): OFF\r\n;received
4:04:14 PM.840;LED2 (Green 2): ON\r\n;received
4:04:14 PM.854;LED3 (Yellow): OFF\r\n;received
4:04:14 PM.871;LED4 (Red 1): OFF\r\n;received
4:04:14 PM.885;LED5 (Red 2): OFF\r\n;received
4:04:14 PM.918;--------------------\r\n;received
4:04:15 PM.926;Distance: 33 cm\r\n;received
4:04:15 PM.942;LED1 (Green 1): OFF\r\n;received
4:04:15 PM.959;LED2 (Green 2): ON\r\n;received
4:04:15 PM.990;LED3 (Yellow): OFF\r\n;received
4:04:16 PM.6;LED4 (Red 1): OFF\r\n;received
4:04:16 PM.22;LED5 (Red 2): OFF\r\n;received
4:04:16 PM.38;--------------------\r\n;received
4:04:17 PM.46;Distance: 31 cm\r\n;received
4:04:17 PM.78;LED1 (Green 1): OFF\r\n;received
4:04:17 PM.94;LED2 (Green 2): ON\r\n;received
4:04:17 PM.109;LED3 (Yellow): OFF\r\n;received
4:04:17 PM.126;LED4 (Red 1): OFF\r\n;received
4:04:17 PM.158;LED5 (Red 2): OFF\r\n;received
4:04:17 PM.173;--------------------\r\n;received
4:04:18 PM.183;Distance: 31 cm\r\n;received
4:04:18 PM.198;LED1 (Green 1): OFF\r\n;received
4:04:18 PM.230;LED2 (Green 2): ON\r\n;received
4:04:18 PM.246;LED3 (Yellow): OFF\r\n;received
4:04:18 PM.262;LED4 (Red 1): OFF\r\n;received
4:04:18 PM.278;LED5 (Red 2): OFF\r\n;received
4:04:18 PM.310;--------------------\r\n;received
4:04:19 PM.318;Distance: 0 cm\r\n;received
4:04:19 PM.334;LED1 (Green 1): OFF\r\n;received
4:04:19 PM.366;LED2 (Green 2): OFF\r\n;received
4:04:19 PM.382;LED3 (Yellow): OFF\r\n;received
4:04:19 PM.398;LED4 (Red 1): OFF\r\n;received
4:04:19 PM.414;LED5 (Red 2): ON\r\n;received
4:04:19 PM.446;--------------------\r\n;received
4:04:20 PM.455;Distance: 0 cm\r\n;received
4:04:20 PM.471;LED1 (Green 1): OFF\r\n;received
4:04:20 PM.503;LED2 (Green 2): OFF\r\n;received
4:04:20 PM.518;LED3 (Yellow): OFF\r\n;received
4:04:20 PM.534;LED4 (Red 1): OFF\r\n;received
4:04:20 PM.566;LED5 (Red 2): ON\r\n;received
4:04:20 PM.581;--------------------\r\n;received
4:04:21 PM.590;Distance: 0 cm\r\n;received
4:04:21 PM.623;LED1 (Green 1): OFF\r\n;received
4:04:21 PM.638;LED2 (Green 2): OFF\r\n;received
4:04:21 PM.654;LED3 (Yellow): OFF\r\n;received
4:04:21 PM.670;LED4 (Red 1): OFF\r\n;received
4:04:21 PM.702;LED5 (Red 2): ON\r\n;received
4:04:21 PM.718;--------------------\r\n;received
4:04:22 PM.727;Distance: 96 cm\r\n;received
4:04:22 PM.742;LED1 (Green 1): ON\r\n;received
4:04:22 PM.774;LED2 (Green 2): OFF\r\n;received
4:04:22 PM.790;LED3 (Yellow): OFF\r\n;received
4:04:22 PM.807;LED4 (Red 1): OFF\r\n;received
4:04:22 PM.838;LED5 (Red 2): OFF\r\n;received
4:04:22 PM.854;--------------------\r\n;received
4:04:23 PM.862;Distance: 0 cm\r\n;received
4:04:23 PM.894;LED1 (Green 1): OFF\r\n;received
4:04:23 PM.911;LED2 (Green 2): OFF\r\n;received
4:04:23 PM.927;LED3 (Yellow): OFF\r\n;received
4:04:23 PM.943;LED4 (Red 1): OFF\r\n;received
4:04:23 PM.957;LED5 (Red 2): ON\r\n;received
4:04:23 PM.990;--------------------\r\n;received
4:04:24 PM.998;Distance: 20 cm\r\n;received
4:04:25 PM.15;LED1 (Green 1): OFF\r\n;received
4:04:25 PM.31;LED2 (Green 2): OFF\r\n;received
4:04:25 PM.62;LED3 (Yellow): OFF\r\n;received
4:04:25 PM.79;LED4 (Red 1): ON\r\n;received
4:04:25 PM.95;LED5 (Red 2): OFF\r\n;received
4:04:25 PM.126;--------------------\r\n;received
4:04:26 PM.118;Distance: 22 cm\r\n;received
4:04:26 PM.151;LED1 (Green 1): OFF\r\n;received
4:04:26 PM.166;LED2 (Green 2): OFF\r\n;received
4:04:26 PM.182;LED3 (Yellow): ON\r\n;received
4:04:26 PM.198;LED4 (Red 1): OFF\r\n;received
4:04:26 PM.231;LED5 (Red 2): OFF\r\n;received
4:04:26 PM.246;--------------------\r\n;received
4:04:27 PM.255;Distance: 14 cm\r\n;received
4:04:27 PM.271;LED1 (Green 1): OFF\r\n;received
4:04:27 PM.302;LED2 (Green 2): OFF\r\n;received
4:04:27 PM.318;LED3 (Yellow): OFF\r\n;received
4:04:27 PM.334;LED4 (Red 1): ON\r\n;received
4:04:27 PM.351;LED5 (Red 2): OFF\r\n;received
4:04:27 PM.382;--------------------\r\n;received
4:04:28 PM.375;Distance: 16 cm\r\n;received
4:04:28 PM.406;LED1 (Green 1): OFF\r\n;received
4:04:28 PM.421;LED2 (Green 2): OFF\r\n;received
4:04:28 PM.438;LED3 (Yellow): OFF\r\n;received
4:04:28 PM.470;LED4 (Red 1): ON\r\n;received
4:04:28 PM.487;LED5 (Red 2): OFF\r\n;received
4:04:28 PM.502;--------------------\r\n;received
4:04:29 PM.510;Distance: 14 cm\r\n;received
4:04:29 PM.527;LED1 (Green 1): OFF\r\n;received
4:04:29 PM.558;LED2 (Green 2): OFF\r\n;received
4:04:29 PM.575;LED3 (Yellow): OFF\r\n;received
4:04:29 PM.590;LED4 (Red 1): ON\r\n;received
4:04:29 PM.606;LED5 (Red 2): OFF\r\n;received
4:04:29 PM.638;--------------------\r\n;received
4:04:30 PM.630;Distance: 13 cm\r\n;received
4:04:30 PM.663;LED1 (Green 1): OFF\r\n;received
4:04:30 PM.678;LED2 (Green 2): OFF\r\n;received
4:04:30 PM.695;LED3 (Yellow): OFF\r\n;received
4:04:30 PM.726;LED4 (Red 1): ON\r\n;received
4:04:30 PM.743;LED5 (Red 2): OFF\r\n;received
4:04:30 PM.758;--------------------\r\n;received
4:04:31 PM.767;Distance: 16 cm\r\n;received
4:04:31 PM.782;LED1 (Green 1): OFF\r\n;received
4:04:31 PM.814;LED2 (Green 2): OFF\r\n;received
4:04:31 PM.830;LED3 (Yellow): OFF\r\n;received
4:04:31 PM.846;LED4 (Red 1): ON\r\n;received
4:04:31 PM.862;LED5 (Red 2): OFF\r\n;received
4:04:31 PM.895;--------------------\r\n;received
4:04:32 PM.887;Distance: 15 cm\r\n;received
4:04:32 PM.919;LED1 (Green 1): OFF\r\n;received
4:04:32 PM.934;LED2 (Green 2): OFF\r\n;received
4:04:32 PM.951;LED3 (Yellow): OFF\r\n;received
4:04:32 PM.982;LED4 (Red 1): ON\r\n;received
4:04:32 PM.999;LED5 (Red 2): OFF\r\n;received
4:04:33 PM.14;--------------------\r\n;received
4:04:34 PM.23;Distance: 12 cm\r\n;received
4:04:34 PM.39;LED1 (Green 1): OFF\r\n;received
4:04:34 PM.70;LED2 (Green 2): OFF\r\n;received
4:04:34 PM.86;LED3 (Yellow): OFF\r\n;received
4:04:34 PM.103;LED4 (Red 1): ON\r\n;received
4:04:34 PM.118;LED5 (Red 2): OFF\r\n;received
4:04:34 PM.150;--------------------\r\n;received
4:04:35 PM.158;Distance: 0 cm\r\n;received
4:04:35 PM.175;LED1 (Green 1): OFF\r\n;received
4:04:35 PM.207;LED2 (Green 2): OFF\r\n;received
4:04:35 PM.222;LED3 (Yellow): OFF\r\n;received
4:04:35 PM.239;LED4 (Red 1): OFF\r\n;received
4:04:35 PM.254;LED5 (Red 2): ON\r\n;received
4:04:35 PM.287;--------------------\r\n;received
4:04:36 PM.278;Distance: 12 cm\r\n;received
4:04:36 PM.311;LED1 (Green 1): OFF\r\n;received
4:04:36 PM.327;LED2 (Green 2): OFF\r\n;received
4:04:36 PM.359;LED3 (Yellow): OFF\r\n;received
4:04:36 PM.374;LED4 (Red 1): ON\r\n;received
4:04:36 PM.390;LED5 (Red 2): OFF\r\n;received
4:04:36 PM.407;--------------------\r\n;received
4:04:37 PM.415;Distance: 15 cm\r\n;received
4:04:37 PM.430;LED1 (Green 1): OFF\r\n;received
4:04:37 PM.463;LED2 (Green 2): OFF\r\n;received
4:04:37 PM.478;LED3 (Yellow): OFF\r\n;received
4:04:37 PM.494;LED4 (Red 1): ON\r\n;received
4:04:37 PM.527;LED5 (Red 2): OFF\r\n;received
4:04:37 PM.543;--------------------\r\n;received
4:04:38 PM.535;Distance: 12 cm\r\n;received
4:04:38 PM.567;LED1 (Green 1): OFF\r\n;received
4:04:38 PM.582;LED2 (Green 2): OFF\r\n;received
4:04:38 PM.615;LED3 (Yellow): OFF\r\n;received
4:04:38 PM.631;LED4 (Red 1): ON\r\n;received
4:04:38 PM.646;LED5 (Red 2): OFF\r\n;received
4:04:38 PM.662;--------------------\r\n;received
4:04:39 PM.671;Distance: 11 cm\r\n;received
4:04:39 PM.686;LED1 (Green 1): OFF\r\n;received
4:04:39 PM.718;LED2 (Green 2): OFF\r\n;received
4:04:39 PM.735;LED3 (Yellow): OFF\r\n;received
4:04:39 PM.751;LED4 (Red 1): ON\r\n;received
4:04:39 PM.783;LED5 (Red 2): OFF\r\n;received
4:04:39 PM.800;--------------------\r\n;received
4:04:40 PM.807;Distance: 10 cm\r\n;received
4:04:40 PM.823;LED1 (Green 1): OFF\r\n;received
4:04:40 PM.839;LED2 (Green 2): OFF\r\n;received
4:04:40 PM.871;LED3 (Yellow): OFF\r\n;received
4:04:40 PM.886;LED4 (Red 1): OFF\r\n;received
4:04:40 PM.902;LED5 (Red 2): ON\r\n;received
4:04:40 PM.918;--------------------\r\n;received
4:04:41 PM.926;Distance: 11 cm\r\n;received
4:04:41 PM.943;LED1 (Green 1): OFF\r\n;received
4:04:41 PM.975;LED2 (Green 2): OFF\r\n;received
4:04:41 PM.991;LED3 (Yellow): OFF\r\n;received
4:04:42 PM.6;LED4 (Red 1): ON\r\n;received
4:04:42 PM.39;LED5 (Red 2): OFF\r\n;received
4:04:42 PM.56;--------------------\r\n;received
4:04:43 PM.62;Distance: 13 cm\r\n;received
4:04:43 PM.79;LED1 (Green 1): OFF\r\n;received
4:04:43 PM.95;LED2 (Green 2): OFF\r\n;received
4:04:43 PM.126;LED3 (Yellow): OFF\r\n;received
4:04:43 PM.142;LED4 (Red 1): ON\r\n;received
4:04:43 PM.159;LED5 (Red 2): OFF\r\n;received
4:04:43 PM.190;--------------------\r\n;received
4:04:44 PM.183;Distance: 21 cm\r\n;received
4:04:44 PM.214;LED1 (Green 1): OFF\r\n;received
4:04:44 PM.230;LED2 (Green 2): OFF\r\n;received
4:04:44 PM.247;LED3 (Yellow): ON\r\n;received
4:04:44 PM.263;LED4 (Red 1): OFF\r\n;received
4:04:44 PM.295;LED5 (Red 2): OFF\r\n;received
4:04:44 PM.310;--------------------\r\n;received
4:04:45 PM.319;Distance: 19 cm\r\n;received
4:04:45 PM.335;LED1 (Green 1): OFF\r\n;received
4:04:45 PM.350;LED2 (Green 2): OFF\r\n;received
4:04:45 PM.383;LED3 (Yellow): OFF\r\n;received
4:04:45 PM.399;LED4 (Red 1): ON\r\n;received
4:04:45 PM.414;LED5 (Red 2): OFF\r\n;received
4:04:45 PM.447;--------------------\r\n;received
4:04:46 PM.439;Distance: 19 cm\r\n;received
4:04:46 PM.471;LED1 (Green 1): OFF\r\n;received
4:04:46 PM.487;LED2 (Green 2): OFF\r\n;received
4:04:46 PM.503;LED3 (Yellow): OFF\r\n;received
4:04:46 PM.519;LED4 (Red 1): ON\r\n;received
4:04:46 PM.550;LED5 (Red 2): OFF\r\n;received
4:04:46 PM.566;--------------------\r\n;received
4:04:47 PM.574;Distance: 20 cm\r\n;received
4:04:47 PM.591;LED1 (Green 1): OFF\r\n;received
4:04:47 PM.607;LED2 (Green 2): OFF\r\n;received
4:04:47 PM.639;LED3 (Yellow): OFF\r\n;received
4:04:47 PM.654;LED4 (Red 1): ON\r\n;received
4:04:47 PM.671;LED5 (Red 2): OFF\r\n;received
4:04:47 PM.703;--------------------\r\n;received
4:04:48 PM.695;Distance: 24 cm\r\n;received
4:04:48 PM.726;LED1 (Green 1): OFF\r\n;received
4:04:48 PM.742;LED2 (Green 2): OFF\r\n;received
4:04:48 PM.758;LED3 (Yellow): ON\r\n;received
4:04:48 PM.790;LED4 (Red 1): OFF\r\n;received
4:04:48 PM.806;LED5 (Red 2): OFF\r\n;received
4:04:48 PM.823;--------------------\r\n;received
4:04:49 PM.831;Distance: 0 cm\r\n;received
4:04:49 PM.863;LED1 (Green 1): OFF\r\n;received
4:04:49 PM.879;LED2 (Green 2): OFF\r\n;received
4:04:49 PM.911;LED3 (Yellow): OFF\r\n;received
4:04:49 PM.926;LED4 (Red 1): OFF\r\n;received
4:04:49 PM.943;LED5 (Red 2): ON\r\n;received
4:04:49 PM.958;--------------------\r\n;received
4:04:50 PM.967;Distance: 28 cm\r\n;received
4:04:50 PM.982;LED1 (Green 1): OFF\r\n;received
4:04:51 PM.15;LED2 (Green 2): OFF\r\n;received
4:04:51 PM.31;LED3 (Yellow): ON\r\n;received
4:04:51 PM.47;LED4 (Red 1): OFF\r\n;received
4:04:51 PM.78;LED5 (Red 2): OFF\r\n;received
4:04:51 PM.95;--------------------\r\n;received
4:04:52 PM.103;Distance: 28 cm\r\n;received
4:04:52 PM.119;LED1 (Green 1): OFF\r\n;received
4:04:52 PM.134;LED2 (Green 2): OFF\r\n;received
4:04:52 PM.166;LED3 (Yellow): ON\r\n;received
4:04:52 PM.182;LED4 (Red 1): OFF\r\n;received
4:04:52 PM.198;LED5 (Red 2): OFF\r\n;received
4:04:52 PM.215;--------------------\r\n;received
4:04:53 PM.238;Distance: 0 cm\r\n;received
4:04:53 PM.254;LED1 (Green 1): OFF\r\n;received
4:04:53 PM.286;LED2 (Green 2): OFF\r\n;received
4:04:53 PM.302;LED3 (Yellow): OFF\r\n;received
4:04:53 PM.319;LED4 (Red 1): OFF\r\n;received
4:04:53 PM.334;LED5 (Red 2): ON\r\n;received
4:04:53 PM.366;--------------------\r\n;received
4:04:54 PM.359;Distance: 32 cm\r\n;received
4:04:54 PM.391;LED1 (Green 1): OFF\r\n;received
4:04:54 PM.406;LED2 (Green 2): ON\r\n;received
4:04:54 PM.438;LED3 (Yellow): OFF\r\n;received
4:04:54 PM.438;LED4 (Red 1): OFF\r\n;received
4:04:54 PM.471;LED5 (Red 2): OFF\r\n;received
4:04:54 PM.486;--------------------\r\n;received
4:04:55 PM.511;Distance: 0 cm\r\n;received
4:04:55 PM.527;LED1 (Green 1): OFF\r\n;received
4:04:55 PM.543;LED2 (Green 2): OFF\r\n;received
4:04:55 PM.575;LED3 (Yellow): OFF\r\n;received
4:04:55 PM.591;LED4 (Red 1): OFF\r\n;received
4:04:55 PM.606;LED5 (Red 2): ON\r\n;received
4:04:55 PM.622;--------------------\r\n;received
4:04:56 PM.646;Distance: 0 cm\r\n;received
4:04:56 PM.663;LED1 (Green 1): OFF\r\n;received
4:04:56 PM.679;LED2 (Green 2): OFF\r\n;received
4:04:56 PM.711;LED3 (Yellow): OFF\r\n;received
4:04:56 PM.726;LED4 (Red 1): OFF\r\n;received
4:04:56 PM.743;LED5 (Red 2): ON\r\n;received
4:04:56 PM.775;--------------------\r\n;received
4:04:57 PM.783;Distance: 0 cm\r\n;received
4:04:57 PM.799;LED1 (Green 1): OFF\r\n;received
4:04:57 PM.815;LED2 (Green 2): OFF\r\n;received
4:04:57 PM.846;LED3 (Yellow): OFF\r\n;received
4:04:57 PM.863;LED4 (Red 1): OFF\r\n;received
4:04:57 PM.879;LED5 (Red 2): ON\r\n;received
4:04:57 PM.911;--------------------\r\n;received
4:04:58 PM.919;Distance: 42 cm\r\n;received
4:04:58 PM.935;LED1 (Green 1): ON\r\n;received
4:04:58 PM.951;LED2 (Green 2): OFF\r\n;received
4:04:58 PM.967;LED3 (Yellow): OFF\r\n;received
4:04:58 PM.999;LED4 (Red 1): OFF\r\n;received
4:04:59 PM.15;LED5 (Red 2): OFF\r\n;received
4:04:59 PM.31;--------------------\r\n;received
4:05:00 PM.39;Distance: 48 cm\r\n;received
4:05:00 PM.54;LED1 (Green 1): ON\r\n;received
4:05:00 PM.86;LED2 (Green 2): OFF\r\n;received
4:05:00 PM.103;LED3 (Yellow): OFF\r\n;received
4:05:00 PM.119;LED4 (Red 1): OFF\r\n;received
4:05:00 PM.151;LED5 (Red 2): OFF\r\n;received
