time,value
2024-09-02T14:38:54.044640477Z,{"lat":-37.822061938773544,"lon":145.11369650267784}
2024-09-02T14:38:55.058974403Z,{"lat":-37.82206369785765,"lon":145.1136924718283}
2024-09-02T14:38:56.073800416Z,{"lat":-37.822055716264856,"lon":145.1136878886138}
2024-09-02T14:38:57.089807037Z,{"lat":-37.82206202859755,"lon":145.11368822745317}
2024-09-02T14:38:58.105890082Z,{"lat":-37.82206455006634,"lon":145.11368652384365}
2024-09-02T14:38:59.122538537Z,{"lat":-37.82206472515169,"lon":145.113689806475}
2024-09-02T14:39:00.138661335Z,{"lat":-37.82205927382951,"lon":145.1136901184593}
2024-09-02T14:39:01.150088322Z,{"lat":-37.82205962187631,"lon":145.11369148068906}
2024-09-02T14:39:02.171342973Z,{"lat":-37.82206658099193,"lon":145.1136879162193}
2024-09-02T14:39:03.184389104Z,{"lat":-37.8220668726416,"lon":145.11368496643948}
2024-09-02T14:39:04.198335304Z,{"lat":-37.82206658112495,"lon":145.113686431291}
2024-09-02T14:39:05.217314007Z,{"lat":-37.82206898810561,"lon":145.11368981048628}
2024-09-02T14:39:06.219253145Z,{"lat":-37.82206644783248,"lon":145.1136960250912}
2024-09-02T14:39:07.239740568Z,{"lat":-37.82206703255439,"lon":145.1136923566207}
2024-09-02T14:39:08.256401108Z,{"lat":-37.82206382347942,"lon":145.11369241821842}
2024-09-02T14:39:09.27242586Z,{"lat":-37.822063543709,"lon":145.11369672594077}
2024-09-02T14:39:10.292005352Z,{"lat":-37.82206199857695,"lon":145.11369733056426}
2024-09-02T14:39:11.305325716Z,{"lat":-37.82206122283291,"lon":145.11369902508523}
2024-09-02T14:39:12.321045329Z,{"lat":-37.822061097600454,"lon":145.11369849291947}
2024-09-02T14:39:13.341131446Z,{"lat":-37.82206395888581,"lon":145.1136973241324}
2024-09-02T14:39:14.351214126Z,{"lat":-37.82206555830261,"lon":145.11370021691567}
2024-09-02T14:39:15.368648235Z,{"lat":-37.82206442260631,"lon":145.11369821555098}
2024-09-02T14:39:16.386130214Z,{"lat":-37.822068163769835,"lon":145.11370000883625}
2024-09-02T14:39:17.398660807Z,{"lat":-37.822069347683076,"lon":145.1136947140335}
2024-09-02T14:39:18.41594798Z,{"lat":-37.822069440321364,"lon":145.11369388319582}
2024-09-02T14:39:19.431298867Z,{"lat":-37.82206436668276,"lon":145.11369173079652}
2024-09-02T14:39:20.446545592Z,{"lat":-37.822062755314654,"lon":145.11369623425065}
2024-09-02T14:39:21.4609972Z,{"lat":-37.822068318281914,"lon":145.1136994640108}
2024-09-02T14:39:22.477198315Z,{"lat":-37.82206416687814,"lon":145.11369245017616}
2024-09-02T14:39:23.494282099Z,{"lat":-37.82206712918616,"lon":145.11368937731126}
2024-09-02T14:39:24.508579414Z,{"lat":-37.822070028986325,"lon":145.11369094762685}
2024-09-02T14:39:25.521202125Z,{"lat":-37.82206745689905,"lon":145.1136874205266}
2024-09-02T14:39:26.537324045Z,{"lat":-37.822069191707286,"lon":145.11368846937773}
2024-09-02T14:39:27.55216543Z,{"lat":-37.82206435551844,"lon":145.1136932058673}
2024-09-02T14:39:28.569055286Z,{"lat":-37.82206490472613,"lon":145.11369459515342}
2024-09-02T14:39:29.585005006Z,{"lat":-37.822067680434564,"lon":145.11369537008085}
2024-09-02T14:39:30.59883333Z,{"lat":-37.82207393339217,"lon":145.1137054750386}
2024-09-02T14:39:31.61689433Z,{"lat":-37.82207454372599,"lon":145.1137020440568}
2024-09-02T14:39:32.631284675Z,{"lat":-37.82207853237418,"lon":145.1137019760182}
2024-09-02T14:39:33.649169347Z,{"lat":-37.82207495864852,"lon":145.11369797390526}
2024-09-02T14:39:34.659863985Z,{"lat":-37.822073933567275,"lon":145.11369821417003}
2024-09-02T14:39:35.675488712Z,{"lat":-37.82207700373623,"lon":145.11369396263888}
2024-09-02T14:39:36.692148625Z,{"lat":-37.82207626057694,"lon":145.1136932270863}
2024-09-02T14:39:37.708546746Z,{"lat":-37.822076104498834,"lon":145.1136918706865}
2024-09-02T14:39:38.719916715Z,{"lat":-37.82207915684757,"lon":145.11368961973642}
2024-09-02T14:39:39.738493443Z,{"lat":-37.82207447879176,"lon":145.1136906979887}
2024-09-02T14:39:40.75319306Z,{"lat":-37.8220693945347,"lon":145.11368882901408}
2024-09-02T14:39:41.97397138Z,{"lat":-37.82206945809057,"lon":145.11369246900537}
2024-09-02T14:39:42.787784248Z,{"lat":-37.8220708806839,"lon":145.11368289282154}
2024-09-02T14:39:43.79825958Z,{"lat":-37.82207036118556,"lon":145.11369023517395}
2024-09-02T14:39:44.815112121Z,{"lat":-37.822069919697256,"lon":145.11369326891182}
2024-09-02T14:39:45.834458671Z,{"lat":-37.82207009528389,"lon":145.11369440159015}
2024-09-02T14:39:46.844548142Z,{"lat":-37.82206706564734,"lon":145.1136966188059}
2024-09-02T14:39:47.861341261Z,{"lat":-37.82206629725603,"lon":145.113699285859}
2024-09-02T14:39:48.880714338Z,{"lat":-37.82206614650438,"lon":145.11370013475383}
2024-09-02T14:39:49.895639683Z,{"lat":-37.82206493924502,"lon":145.11369656196572}
2024-09-02T14:39:50.909266356Z,{"lat":-37.82206393068691,"lon":145.11369724958962}
2024-09-02T14:39:51.923582623Z,{"lat":-37.822063009675546,"lon":145.1136984578095}
2024-09-02T14:39:52.935521432Z,{"lat":-37.82206802605555,"lon":145.11370058487597}
2024-09-02T14:39:53.955591194Z,{"lat":-37.822064642646886,"lon":145.11370012970244}
2024-09-02T14:39:54.96560439Z,{"lat":-37.82206224956745,"lon":145.11370091576748}
2024-09-02T14:39:55.984288618Z,{"lat":-37.82206107929692,"lon":145.11370362469708}
2024-09-02T14:39:57.002522196Z,{"lat":-37.82205836229376,"lon":145.1137058059535}
2024-09-02T14:39:58.013519039Z,{"lat":-37.82206048211257,"lon":145.11370404204538}
2024-09-02T14:39:59.033355096Z,{"lat":-37.822062072224,"lon":145.11370143507537}
2024-09-02T14:40:00.045768276Z,{"lat":-37.822069105744816,"lon":145.11369747109234}
2024-09-02T14:40:01.059914764Z,{"lat":-37.82206758615599,"lon":145.11370027649286}
2024-09-02T14:40:02.080523823Z,{"lat":-37.822062426902875,"lon":145.11369780916635}
2024-09-02T14:40:03.095710697Z,{"lat":-37.82206300318423,"lon":145.11369562040278}
2024-09-02T14:40:04.106715626Z,{"lat":-37.82206445618546,"lon":145.11369493376822}
2024-09-02T14:40:05.124465675Z,{"lat":-37.82206541899368,"lon":145.1136922916939}
2024-09-02T14:40:06.137106815Z,{"lat":-37.82206157889547,"lon":145.11369749213898}
2024-09-02T14:40:07.156382978Z,{"lat":-37.82206269558155,"lon":145.11369624665255}
2024-09-02T14:40:08.173229889Z,{"lat":-37.822056425462996,"lon":145.1136977261881}
2024-09-02T14:40:09.182752119Z,{"lat":-37.82206030372095,"lon":145.11369636438803}
2024-09-02T14:40:10.199410745Z,{"lat":-37.822057119058925,"lon":145.11369859330892}
2024-09-02T14:40:11.212891349Z,{"lat":-37.822058106426994,"lon":145.11369885356442}
2024-09-02T14:40:12.22949757Z,{"lat":-37.82205470407223,"lon":145.11370111221228}
2024-09-02T14:40:13.244431794Z,{"lat":-37.822056238541336,"lon":145.11370039850627}
2024-09-02T14:40:14.259486984Z,{"lat":-37.82205280794477,"lon":145.11370203436454}
2024-09-02T14:40:15.277038747Z,{"lat":-37.82205257221273,"lon":145.11370309417194}
2024-09-02T14:40:16.290651587Z,{"lat":-37.822051834103426,"lon":145.11370493942968}
