timestamp,data-value
2024:09:03:12:27:01,-0.003509521484375
2024:09:03:12:27:04,-0.0047454833984375
2024:09:03:12:27:09,-0.0027008056640625
2024:09:03:12:27:13,-0.003509521484375
2024:09:03:12:27:16,-0.0013275146484375
2024:09:03:12:27:19,-0.0048370361328125
2024:09:03:12:27:22,-0.0030670166015625
2024:09:03:12:27:25,-0.0010986328125
2024:09:03:12:27:28,-0.0041046142578125
2024:09:03:12:27:35,-0.0032958984375
2024:09:03:12:27:38,-0.00396728515625
2024:09:03:12:27:41,-0.0046234130859375
2024:09:03:12:27:47,-0.0034637451171875
2024:09:03:12:27:48,-0.0037078857421875
2024:09:03:12:27:52,-0.0036468505859375
2024:09:03:12:27:55,-0.0026702880859375
2024:09:03:12:28:01,-0.00299072265625
2024:09:03:12:28:03,-0.0050811767578125
2024:09:03:12:28:06,-0.0026702880859375
2024:09:03:12:28:09,-0.0029449462890625
2024:09:03:12:28:12,-0.0043487548828125
2024:09:03:12:28:17,-0.003173828125
2024:09:03:12:28:20,-0.003326416015625
2024:09:03:12:28:23,-0.00390625
2024:09:03:12:28:26,-0.0035858154296875
2024:09:03:12:28:30,-0.0058746337890625
2024:09:03:12:28:33,-0.004364013671875
2024:09:03:12:28:36,-0.0043182373046875
2024:09:03:12:28:42,-0.0087127685546875
2024:09:03:12:28:44,-0.001312255859375
2024:09:03:12:28:47,-0.0040435791015625
2024:09:03:12:28:50,-0.0027313232421875
2024:09:03:12:28:55,-0.0040283203125
2024:09:03:12:28:57,-0.0023956298828125
2024:09:03:12:29:00,-0.0035552978515625
2024:09:03:12:29:03,0.0
2024:09:03:12:29:06,-0.0012054443359375
2024:09:03:12:29:10,-0.0015411376953125
2024:09:03:12:29:13,-0.002899169921875
2024:09:03:12:29:16,-0.00299072265625
2024:09:03:12:29:19,-0.003387451171875
2024:09:03:12:29:29,-0.00225830078125
2024:09:03:12:29:43,-0.0031890869140625
2024:09:03:12:29:46,-0.0150299072265625
2024:09:03:12:29:49,-0.0039215087890625
2024:09:03:12:29:52,-0.004791259765625
2024:09:03:12:29:55,-0.0035552978515625
2024:09:03:12:29:58,-0.0023040771484375
2024:09:03:12:30:01,-0.00299072265625
2024:09:03:12:30:07,-0.002044677734375
2024:09:03:12:30:11,-0.00567626953125
2024:09:03:12:30:14,-0.0037384033203125
2024:09:03:12:30:17,-0.0042724609375
2024:09:03:12:30:21,-0.0054931640625
2024:09:03:12:30:24,-0.0016937255859375
2024:09:03:12:30:27,-0.00665283203125
2024:09:03:12:30:30,-0.005279541015625
2024:09:03:12:30:35,-0.0023193359375
2024:09:03:12:30:38,-0.002838134765625
2024:09:03:12:30:41,-0.0029449462890625
2024:09:03:12:30:44,-0.004669189453125
2024:09:03:12:30:48,0.001495361328125
2024:09:03:12:30:51,0.0025634765625
2024:09:03:12:30:54,4.57763671875e-05
2024:09:03:12:30:57,-0.151580810546875
2024:09:03:12:31:01,-0.0006866455078125
2024:09:03:12:31:05,-0.0074310302734375
2024:09:03:12:31:08,-0.0056304931640625
2024:09:03:12:31:13,-0.0023345947265625
2024:09:03:12:31:15,-0.002655029296875
2024:09:03:12:31:18,-0.0012054443359375
2024:09:03:12:31:21,-0.000762939453125
2024:09:03:12:31:28,-0.000946044921875
2024:09:03:12:31:30,-0.0007171630859375
2024:09:03:12:31:33,-0.00262451171875
2024:09:03:12:31:36,-0.0021209716796875
2024:09:03:12:31:41,-0.0031890869140625
2024:09:03:12:31:43,0.0004730224609375
2024:09:03:12:31:46,-0.003448486328125
2024:09:03:12:31:49,-0.0054168701171875
2024:09:03:12:31:52,0.003570556640625
2024:09:03:12:31:55,0.0007476806640625
2024:09:03:12:31:59,0.0042266845703125
2024:09:03:12:32:02,-0.0011444091796875
2024:09:03:12:32:05,-0.00506591796875
2024:09:03:12:32:10,-0.0018157958984375
2024:09:03:12:32:13,-0.002685546875
2024:09:03:12:32:16,-0.0030975341796875
2024:09:03:12:32:19,-0.0018157958984375
2024:09:03:12:32:23,-0.0026092529296875
2024:09:03:12:32:26,-0.001861572265625
2024:09:03:12:32:29,-0.0010833740234375
2024:09:03:12:32:32,-0.005279541015625
2024:09:03:12:32:35,-0.0038604736328125
2024:09:03:12:32:39,-0.003448486328125
2024:09:03:12:32:42,-0.00042724609375
2024:09:03:12:32:45,-0.00238037109375
2024:09:03:12:32:50,-0.002685546875
2024:09:03:12:32:54,-0.0026702880859375
2024:09:03:12:32:57,-0.0001220703125
2024:09:03:12:33:00,-0.00140380859375
2024:09:03:12:33:03,-0.0023345947265625
2024:09:03:12:33:07,-0.0013885498046875
2024:09:03:12:33:10,-0.0006561279296875
2024:09:03:12:33:13,-0.001861572265625
2024:09:03:12:33:18,-0.00244140625
2024:09:03:12:33:22,0.0029144287109375
2024:09:03:12:33:25,-0.0030059814453125
2024:09:03:12:33:28,-0.0049591064453125
2024:09:03:12:33:30,-0.0001678466796875
2024:09:03:12:33:34,-0.0022430419921875
2024:09:03:12:33:37,-0.004058837890625
2024:09:03:12:33:40,3.0517578125e-05
2024:09:03:12:33:44,0.0025482177734375
