#group,false,false,false,false
#datatype,dateTime:RFC3339,double,double,double
#default,,,,
,time,x,y,z
,2024-09-04T10:55:10.025074Z,-0.24,-0.79,-0.49
,2024-09-04T10:55:11.349679Z,-0.31,-0.85,-0.43
,2024-09-04T10:55:12.028032Z,-0.31,-0.79,-0.43
,2024-09-04T10:55:13.063698Z,-0.24,-0.79,-0.43
,2024-09-04T10:55:14.051652Z,-0.24,-0.79,-0.37
,2024-09-04T10:55:15.050145Z,-0.24,-0.85,-0.43
,2024-09-04T10:55:16.062425Z,-0.31,-0.79,-0.49
,2024-09-04T10:55:17.484847Z,-0.18,-0.79,-0.43
,2024-09-04T10:55:18.071835Z,-0.24,-0.79,-0.43
,2024-09-04T10:55:19.225268Z,-0.24,-0.79,-0.49
,2024-09-04T10:55:20.351122Z,-0.24,-0.79,-0.43
,2024-09-04T10:55:21.1769Z,-0.24,-0.85,-0.49
,2024-09-04T10:55:22.195306Z,-0.24,-0.79,-0.43
,2024-09-04T10:55:23.42399Z,-0.31,-0.79,-0.49
,2024-09-04T10:55:24.093453Z,-0.24,-0.79,-0.43
,2024-09-04T10:55:25.268475Z,-0.18,-0.73,-0.43
,2024-09-04T10:55:26.119135Z,-0.31,-0.85,-0.49
,2024-09-04T10:55:27.665722Z,-0.31,-0.85,-0.49
,2024-09-04T10:55:28.123974Z,-0.24,-0.79,-0.43
,2024-09-04T10:55:29.262203Z,-0.37,-0.85,-0.49
,2024-09-04T10:55:30.140954Z,-0.24,-0.85,-0.49
,2024-09-04T10:55:31.206882Z,-0.37,-0.85,-0.49
,2024-09-04T10:55:32.234494Z,-0.18,-0.79,-0.43
,2024-09-04T10:55:33.153701Z,-0.18,-0.79,-0.43
,2024-09-04T10:55:34.279602Z,-0.24,-0.79,-0.49
,2024-09-04T10:55:35.302935Z,-0.24,-0.79,-0.43
,2024-09-04T10:55:36.22354Z,-0.18,-0.79,-0.49
,2024-09-04T10:55:37.249527Z,-0.31,-0.85,-0.43
,2024-09-04T10:55:38.226411Z,-0.24,-0.79,-0.43
,2024-09-04T10:55:39.194017Z,-0.24,-0.79,-0.49
,2024-09-04T10:55:40.423255Z,-0.24,-0.79,-0.49
,2024-09-04T10:55:41.221035Z,-0.37,-0.79,-0.49
,2024-09-04T10:55:42.265027Z,-0.18,-0.79,-0.49
,2024-09-04T10:55:43.702951Z,-0.24,-0.85,-0.49
,2024-09-04T10:55:44.415193Z,-0.24,-0.85,-0.49
,2024-09-04T10:55:45.214436Z,-0.31,-0.85,-0.49
,2024-09-04T10:55:46.209695Z,-0.31,-0.85,-0.49
,2024-09-04T10:55:47.385966Z,-0.18,-0.79,-0.49
,2024-09-04T10:55:48.30653Z,-0.31,-0.79,-0.43
,2024-09-04T10:55:49.330278Z,-0.24,-0.79,-0.43
,2024-09-04T10:55:50.355882Z,-0.24,-0.79,-0.49
,2024-09-04T10:55:51.276559Z,-0.24,-0.79,-0.43
,2024-09-04T10:55:52.402787Z,-0.18,-0.79,-0.43
,2024-09-04T10:55:53.324002Z,-0.31,-0.79,-0.43
,2024-09-04T10:55:54.248823Z,-0.24,-0.79,-0.43
,2024-09-04T10:55:55.371239Z,-0.18,-0.79,-0.43
,2024-09-04T10:55:56.395071Z,-0.12,-0.79,-0.43
,2024-09-04T10:55:57.319993Z,-0.24,-0.79,-0.49
,2024-09-04T10:55:58.342267Z,-0.24,-0.79,-0.43
,2024-09-04T10:55:59.77507Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:00.312306Z,-0.18,-0.79,-0.49
,2024-09-04T10:56:01.3233Z,-0.31,-0.85,-0.49
,2024-09-04T10:56:02.298714Z,-0.12,-0.73,-0.43
,2024-09-04T10:56:03.358864Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:04.417514Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:05.407134Z,-0.37,-0.79,-0.49
,2024-09-04T10:56:06.319001Z,-0.31,-0.79,-0.49
,2024-09-04T10:56:07.557183Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:08.37673Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:09.452842Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:10.415038Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:11.394253Z,-0.31,-0.79,-0.49
,2024-09-04T10:56:12.363089Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:13.365123Z,-0.24,-0.79,-0.55
,2024-09-04T10:56:14.393666Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:15.762816Z,-0.31,-0.79,-0.49
,2024-09-04T10:56:16.387465Z,-0.18,-0.79,-0.49
,2024-09-04T10:56:17.492964Z,-0.31,-0.79,-0.49
,2024-09-04T10:56:18.515045Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:19.436584Z,-0.24,-0.85,-0.49
,2024-09-04T10:56:20.664344Z,-0.18,-0.79,-0.49
,2024-09-04T10:56:21.408065Z,-0.31,-0.79,-0.49
,2024-09-04T10:56:22.441056Z,-0.31,-0.79,-0.49
,2024-09-04T10:56:23.533196Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:24.452574Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:25.458504Z,-0.24,-0.85,-0.49
,2024-09-04T10:56:26.456829Z,-0.24,-0.85,-0.55
,2024-09-04T10:56:27.452427Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:28.860134Z,-0.24,-0.79,-0.43
,2024-09-04T10:56:29.471624Z,-0.12,-0.85,-0.49
,2024-09-04T10:56:30.47119Z,-0.31,-0.79,-0.49
,2024-09-04T10:56:31.832307Z,-0.24,-0.79,-0.55
,2024-09-04T10:56:32.464101Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:33.670879Z,-0.31,-0.79,-0.49
,2024-09-04T10:56:34.898951Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:35.511921Z,-0.31,-0.85,-0.49
,2024-09-04T10:56:36.6607Z,-0.31,-0.79,-0.49
,2024-09-04T10:56:37.542564Z,-0.31,-0.85,-0.49
,2024-09-04T10:56:38.5304Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:39.710109Z,-0.31,-0.85,-0.49
,2024-09-04T10:56:40.5341Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:41.552231Z,-0.31,-0.79,-0.49
,2024-09-04T10:56:42.542118Z,-0.24,-0.79,-0.43
,2024-09-04T10:56:43.703949Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:44.632776Z,-0.31,-0.85,-0.49
,2024-09-04T10:56:45.650874Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:46.646981Z,-0.24,-0.79,-0.43
,2024-09-04T10:56:48.005041Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:48.595644Z,-0.24,-0.85,-0.49
,2024-09-04T10:56:49.748293Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:50.771375Z,-0.18,-0.79,-0.43
,2024-09-04T10:56:51.720644Z,-0.18,-0.79,-0.49
,2024-09-04T10:56:52.612121Z,-0.18,-0.79,-0.49
,2024-09-04T10:56:53.597773Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:54.762162Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:55.728849Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:56.708118Z,-0.31,-0.85,-0.49
,2024-09-04T10:56:57.731902Z,-0.24,-0.79,-0.49
,2024-09-04T10:56:58.801899Z,-0.31,-0.79,-0.49
,2024-09-04T10:56:59.611571Z,-0.24,-0.79,-0.49
,2024-09-04T10:57:00.72984Z,-0.24,-0.85,-0.49
,2024-09-04T10:57:01.631772Z,-0.31,-0.85,-0.49
,2024-09-04T10:57:02.755652Z,-0.24,-0.79,-0.49
,2024-09-04T10:57:04.388234Z,-0.18,-0.73,-0.43
,2024-09-04T10:57:04.714634Z,-0.24,-0.79,-0.55
,2024-09-04T10:57:05.723684Z,-0.37,-0.85,-0.55
,2024-09-04T10:57:06.75172Z,-0.31,-0.85,-0.49
,2024-09-04T10:57:07.855581Z,-0.18,-0.79,-0.49
,2024-09-04T10:57:08.995854Z,-0.31,-0.79,-0.49
,2024-09-04T10:57:09.713667Z,-0.31,-0.79,-0.49
,2024-09-04T10:57:10.851168Z,-0.24,-0.79,-0.49
,2024-09-04T10:57:11.703413Z,-0.24,-0.79,-0.49
,2024-09-04T10:57:12.777376Z,-0.24,-0.79,-0.55
,2024-09-04T10:57:13.724113Z,-0.24,-0.79,-0.43
,2024-09-04T10:57:14.707481Z,-0.24,-0.79,-0.55
,2024-09-04T10:57:15.711449Z,-0.12,-0.73,-0.43
,2024-09-04T10:57:16.71948Z,-0.31,-0.85,-0.49
,2024-09-04T10:57:17.898323Z,-0.31,-0.85,-0.49
,2024-09-04T10:57:18.73679Z,-0.18,-0.79,-0.49
,2024-09-04T10:57:20.260516Z,-0.24,-0.79,-0.43
,2024-09-04T10:57:20.877201Z,-0.18,-0.79,-0.49
,2024-09-04T10:57:21.731067Z,-0.24,-0.79,-0.49
,2024-09-04T10:57:22.75111Z,-0.24,-0.79,-0.49
,2024-09-04T10:57:23.761368Z,-0.18,-0.79,-0.49
,2024-09-04T10:57:24.759831Z,-0.24,-0.79,-0.49
,2024-09-04T10:57:25.787532Z,-0.18,-0.79,-0.43
,2024-09-04T10:57:26.915601Z,-0.37,-0.85,-0.55
,2024-09-04T10:57:28.042365Z,-0.31,-0.79,-0.49
,2024-09-04T10:57:29.168405Z,-0.31,-0.85,-0.49
,2024-09-04T10:57:29.783195Z,-0.18,-0.85,-0.49
,2024-09-04T10:57:30.811254Z,-0.37,-0.85,-0.49
,2024-09-04T10:57:31.801667Z,-0.18,-0.79,-0.49
,2024-09-04T10:57:32.854792Z,-0.18,-0.79,-0.43
,2024-09-04T10:57:33.932285Z,-0.37,-0.85,-0.49
,2024-09-04T10:57:35.011506Z,-0.37,-0.85,-0.49
,2024-09-04T10:57:36.438609Z,-0.18,-0.79,-0.43
,2024-09-04T10:57:36.848943Z,-0.31,-0.79,-0.49
,2024-09-04T10:57:38.081007Z,-0.24,-0.79,-0.49
,2024-09-04T10:57:38.896319Z,-0.24,-0.79,-0.49
,2024-09-04T10:57:39.901116Z,-0.31,-0.85,-0.55
,2024-09-04T10:57:40.848858Z,-0.18,-0.79,-0.55
,2024-09-04T10:57:41.846496Z,-0.18,-0.85,-0.55
,2024-09-04T10:57:42.901507Z,-0.37,-0.85,-0.55
,2024-09-04T10:57:43.876363Z,-0.18,-0.79,-0.49
,2024-09-04T10:57:45.143688Z,-0.31,-0.85,-0.49
,2024-09-04T10:57:45.885619Z,-0.24,-0.79,-0.49
,2024-09-04T10:57:46.917542Z,-0.24,-0.85,-0.49
,2024-09-04T10:57:48.214858Z,-0.24,-0.85,-0.49
,2024-09-04T10:57:49.34264Z,-0.31,-0.85,-0.49
,2024-09-04T10:57:49.933044Z,-0.18,-0.79,-0.55
,2024-09-04T10:57:51.081978Z,-0.24,-0.79,-0.43
,2024-09-04T10:57:52.447548Z,-0.24,-0.79,-0.49
,2024-09-04T10:57:52.9624Z,-0.37,-0.85,-0.55
,2024-09-04T10:57:53.932598Z,-0.43,-0.85,-0.55
,2024-09-04T10:57:54.94897Z,-0.18,-0.85,-0.49
,2024-09-04T10:57:56.306283Z,-0.12,-0.79,-0.43
,2024-09-04T10:57:57.124363Z,-0.18,-0.79,-0.43
,2024-09-04T10:57:58.04482Z,-0.31,-0.85,-0.49
,2024-09-04T10:57:58.966882Z,-0.43,-0.92,-0.61
,2024-09-04T10:58:00.19547Z,-0.37,-0.85,-0.55
,2024-09-04T10:58:00.995818Z,-0.31,-0.85,-0.49
,2024-09-04T10:58:01.961751Z,-0.49,-0.92,-0.61
,2024-09-04T10:58:02.965318Z,-0.12,-0.73,-0.43
,2024-09-04T10:58:04.037312Z,-0.31,-0.85,-0.55
,2024-09-04T10:58:04.986095Z,-0.31,-0.85,-0.55
,2024-09-04T10:58:06.116031Z,-0.24,-0.79,-0.49
,2024-09-04T10:58:07.01844Z,-0.18,-0.79,-0.43
,2024-09-04T10:58:08.798251Z,-0.24,-0.79,-0.49
,2024-09-04T10:58:09.048168Z,-0.24,-0.79,-0.49
,2024-09-04T10:58:10.333101Z,-0.18,-0.79,-0.49
,2024-09-04T10:58:11.135292Z,-0.24,-0.79,-0.49
,2024-09-04T10:58:12.027093Z,-0.24,-0.85,-0.55
,2024-09-04T10:58:13.034667Z,-0.24,-0.79,-0.49
,2024-09-04T10:58:14.119379Z,-0.12,-0.79,-0.49
,2024-09-04T10:58:15.076377Z,-0.37,-0.79,-0.55
,2024-09-04T10:58:16.068307Z,-0.24,-0.85,-0.49
,2024-09-04T10:58:17.092336Z,-0.24,-0.79,-0.49
,2024-09-04T10:58:18.058388Z,-0.18,-0.79,-0.49
,2024-09-04T10:58:19.104253Z,-0.24,-0.79,-0.49
,2024-09-04T10:58:20.065906Z,-0.24,-0.85,-0.55
,2024-09-04T10:58:21.186714Z,-0.24,-0.79,-0.55
,2024-09-04T10:58:22.112306Z,-0.24,-0.79,-0.49
,2024-09-04T10:58:23.090632Z,-0.24,-0.79,-0.49
,2024-09-04T10:58:24.475302Z,-0.31,-0.79,-0.49
,2024-09-04T10:58:25.182454Z,-0.24,-0.85,-0.49
,2024-09-04T10:58:26.307148Z,-0.37,-0.85,-0.49
,2024-09-04T10:58:27.22991Z,-0.24,-0.79,-0.49
,2024-09-04T10:58:28.354513Z,-0.18,-0.79,-0.49
,2024-09-04T10:58:29.132729Z,-0.24,-0.79,-0.49
,2024-09-04T10:58:30.197586Z,-0.31,-0.79,-0.49
,2024-09-04T10:58:31.222263Z,-0.24,-0.85,-0.49
,2024-09-04T10:58:32.245616Z,-0.24,-0.85,-0.49
,2024-09-04T10:58:33.155326Z,-0.18,-0.79,-0.43
,2024-09-04T10:58:34.416549Z,-0.24,-0.79,-0.49
,2024-09-04T10:58:35.222506Z,-0.31,-0.85,-0.49
,2024-09-04T10:58:36.182797Z,-0.24,-0.85,-0.49
,2024-09-04T10:58:37.150393Z,-0.37,-0.79,-0.49
,2024-09-04T10:58:38.305311Z,-0.06,-0.79,-0.43
,2024-09-04T10:58:39.334006Z,-0.31,-0.85,-0.61
,2024-09-04T10:58:40.85587Z,-0.37,-0.85,-0.55
,2024-09-04T10:58:41.191149Z,0.06,-0.79,-0.43
,2024-09-04T10:58:42.187789Z,-0.37,-0.85,-0.55
,2024-09-04T10:58:43.407271Z,-0.12,-0.79,-0.49
,2024-09-04T10:58:44.246265Z,-0.18,-0.79,-0.43
,2024-09-04T10:58:45.20513Z,-0.24,-0.79,-0.49
,2024-09-04T10:58:46.685418Z,-0.31,-0.85,-0.49
,2024-09-04T10:58:47.222097Z,-0.31,-0.79,-0.55
,2024-09-04T10:58:48.270228Z,-0.24,-0.79,-0.43
,2024-09-04T10:58:49.225162Z,-0.31,-0.85,-0.49
,2024-09-04T10:58:50.41092Z,-0.24,-0.85,-0.49
,2024-09-04T10:58:51.264983Z,-0.24,-0.79,-0.49
,2024-09-04T10:58:52.327546Z,-0.18,-0.79,-0.49
,2024-09-04T10:58:53.423218Z,0.12,-0.73,-0.37
,2024-09-04T10:58:54.274447Z,-0.24,-0.79,-0.55
,2024-09-04T10:58:55.481234Z,0,-0.79,-0.43
,2024-09-04T10:58:56.779579Z,-0.49,-0.98,-0.61
,2024-09-04T10:58:57.435501Z,-0.24,-0.85,-0.49
,2024-09-04T10:58:58.277701Z,-0.24,-0.85,-0.49
,2024-09-04T10:58:59.688483Z,-0.24,-0.79,-0.49
,2024-09-04T10:59:00.609865Z,-0.24,-0.85,-0.49
,2024-09-04T10:59:01.354422Z,-0.24,-0.79,-0.49
,2024-09-04T10:59:02.351093Z,-0.37,-0.85,-0.55
,2024-09-04T10:59:03.475469Z,-0.31,-0.85,-0.55
,2024-09-04T10:59:04.302282Z,-0.43,-0.92,-0.55
,2024-09-04T10:59:05.312065Z,-0.31,-0.79,-0.55
,2024-09-04T10:59:06.452168Z,-0.18,-0.79,-0.49
,2024-09-04T10:59:07.572969Z,-0.37,-0.85,-0.55
,2024-09-04T10:59:08.49464Z,-0.18,-0.85,-0.49
,2024-09-04T10:59:09.420476Z,-0.24,-0.79,-0.49
,2024-09-04T10:59:10.353782Z,-0.24,-0.79,-0.49
,2024-09-04T10:59:11.424055Z,-0.37,-0.79,-0.49
,2024-09-04T10:59:12.888976Z,-0.24,-0.85,-0.49
,2024-09-04T10:59:13.414003Z,-0.24,-0.79,-0.55
,2024-09-04T10:59:14.374148Z,-0.18,-0.79,-0.49
,2024-09-04T10:59:15.381861Z,-0.43,-0.98,-0.55
,2024-09-04T10:59:16.58407Z,-0.24,-0.85,-0.49
,2024-09-04T10:59:17.405304Z,-0.31,-0.92,-0.61
,2024-09-04T10:59:18.432042Z,-0.37,-0.85,-0.55
,2024-09-04T10:59:19.553621Z,-0.24,-0.85,-0.49
,2024-09-04T10:59:20.42201Z,-0.06,-0.79,-0.43
,2024-09-04T10:59:21.6017Z,-0.24,-0.79,-0.49
,2024-09-04T10:59:22.471586Z,-0.24,-0.79,-0.49
,2024-09-04T10:59:23.461846Z,-0.18,-0.79,-0.49
,2024-09-04T10:59:24.425816Z,-0.24,-0.79,-0.49
,2024-09-04T10:59:25.555453Z,-0.31,-0.79,-0.55
,2024-09-04T10:59:26.467696Z,-0.31,-0.79,-0.49
,2024-09-04T10:59:27.655521Z,-0.24,-0.79,-0.49
,2024-09-04T10:59:28.872816Z,-0.24,-0.85,-0.49
,2024-09-04T10:59:29.588484Z,-0.37,-0.85,-0.61
,2024-09-04T10:59:30.522642Z,-0.24,-0.85,-0.55
,2024-09-04T10:59:31.841581Z,-0.24,-0.79,-0.49
,2024-09-04T10:59:32.471496Z,-0.31,-0.79,-0.49
,2024-09-04T10:59:33.591807Z,-0.31,-0.85,-0.49
,2024-09-04T10:59:34.486065Z,-0.31,-0.85,-0.55
,2024-09-04T10:59:35.510369Z,-0.24,-0.79,-0.55
,2024-09-04T10:59:36.518007Z,-0.24,-0.79,-0.49
,2024-09-04T10:59:37.575616Z,-0.43,-0.85,-0.55
,2024-09-04T10:59:38.495637Z,-0.18,-0.79,-0.49
,2024-09-04T10:59:39.623922Z,-0.43,-0.85,-0.61
,2024-09-04T10:59:40.749908Z,-0.24,-0.79,-0.49
,2024-09-04T10:59:41.545533Z,-0.31,-0.79,-0.49
,2024-09-04T10:59:42.547391Z,-0.49,-0.85,-0.55
,2024-09-04T10:59:43.720492Z,-0.12,-0.73,-0.43
,2024-09-04T10:59:45.053114Z,-0.31,-0.85,-0.55
,2024-09-04T10:59:45.815805Z,-0.24,-0.79,-0.49
,2024-09-04T10:59:46.561553Z,-0.24,-0.79,-0.49
,2024-09-04T10:59:47.713545Z,-0.31,-0.79,-0.49
,2024-09-04T10:59:48.951541Z,-0.24,-0.79,-0.49
,2024-09-04T10:59:49.65873Z,-0.18,-0.79,-0.49
,2024-09-04T10:59:50.785805Z,-0.24,-0.79,-0.49
,2024-09-04T10:59:51.604476Z,-0.31,-0.85,-0.55
,2024-09-04T10:59:52.733798Z,0,-0.73,-0.37
,2024-09-04T10:59:53.586896Z,-0.37,-0.79,-0.49
,2024-09-04T10:59:54.583788Z,-0.24,-0.85,-0.49
,2024-09-04T10:59:55.718196Z,-0.24,-0.85,-0.55
,2024-09-04T10:59:56.662599Z,-0.43,-0.85,-0.61
,2024-09-04T10:59:57.623336Z,-0.31,-0.85,-0.55
,2024-09-04T10:59:58.77257Z,-0.24,-0.85,-0.49
,2024-09-04T10:59:59.624735Z,-0.31,-0.79,-0.55
,2024-09-04T11:00:01.362361Z,-0.24,-0.79,-0.49
,2024-09-04T11:00:01.652119Z,-0.31,-0.85,-0.49
,2024-09-04T11:00:02.659136Z,-0.24,-0.79,-0.43
,2024-09-04T11:00:03.654683Z,-0.55,-0.98,-0.61
,2024-09-04T11:00:04.639543Z,-0.37,-0.85,-0.55
,2024-09-04T11:00:05.638785Z,-0.55,-0.92,-0.67
,2024-09-04T11:00:06.883793Z,-0.37,-0.85,-0.55
,2024-09-04T11:00:07.889039Z,-0.31,-0.79,-0.49
,2024-09-04T11:00:08.663579Z,-0.24,-0.85,-0.49
,2024-09-04T11:00:09.832148Z,-0.31,-0.79,-0.49
,2024-09-04T11:00:10.674207Z,-0.24,-0.79,-0.49
,2024-09-04T11:00:11.701592Z,-0.18,-0.85,-0.49
,2024-09-04T11:00:12.741009Z,-0.31,-0.85,-0.55
,2024-09-04T11:00:13.824842Z,-0.31,-0.85,-0.55
,2024-09-04T11:00:14.713011Z,-0.18,-0.79,-0.55
,2024-09-04T11:00:15.748252Z,-0.12,-0.73,-0.49
,2024-09-04T11:00:17.144371Z,-0.24,-0.85,-0.55
,2024-09-04T11:00:17.920586Z,-0.37,-0.85,-0.55
,2024-09-04T11:00:18.844283Z,-0.24,-0.85,-0.55
,2024-09-04T11:00:19.728933Z,-0.37,-0.85,-0.55
,2024-09-04T11:00:20.73016Z,-0.12,-0.79,-0.49
,2024-09-04T11:00:21.796594Z,-0.12,-0.73,-0.43
,2024-09-04T11:00:22.753467Z,-0.06,-0.73,-0.49
,2024-09-04T11:00:23.813051Z,-0.31,-0.92,-0.55
,2024-09-04T11:00:24.750517Z,-0.24,-0.79,-0.49
,2024-09-04T11:00:26.413413Z,-0.18,-0.79,-0.49
,2024-09-04T11:00:26.830216Z,-0.24,-0.85,-0.49
,2024-09-04T11:00:27.771285Z,-0.24,-0.85,-0.55
,2024-09-04T11:00:28.881972Z,-0.24,-0.79,-0.49
,2024-09-04T11:00:29.90198Z,-0.18,-0.79,-0.49
,2024-09-04T11:00:30.793326Z,-0.18,-0.85,-0.55
,2024-09-04T11:00:32.002225Z,-0.31,-0.85,-0.49
,2024-09-04T11:00:33.386364Z,-0.24,-0.79,-0.49
,2024-09-04T11:00:33.8164Z,-0.24,-0.85,-0.49
,2024-09-04T11:00:34.843603Z,-0.24,-0.79,-0.49
,2024-09-04T11:00:35.942512Z,-0.31,-0.85,-0.49
,2024-09-04T11:00:36.969475Z,-0.31,-0.85,-0.49
,2024-09-04T11:00:38.19542Z,-0.24,-0.79,-0.49
,2024-09-04T11:00:38.869924Z,-0.24,-0.79,-0.49
,2024-09-04T11:00:39.939651Z,-0.12,-0.73,-0.43
,2024-09-04T11:00:40.960302Z,-0.55,-0.98,-0.67
,2024-09-04T11:00:41.873224Z,-0.12,-0.73,-0.43
,2024-09-04T11:00:43.008142Z,-0.18,-0.85,-0.55
,2024-09-04T11:00:43.901309Z,-0.18,-0.79,-0.49
,2024-09-04T11:00:44.887692Z,-0.24,-0.79,-0.49
,2024-09-04T11:00:46.411632Z,-0.31,-0.79,-0.49
,2024-09-04T11:00:47.001522Z,-0.24,-0.79,-0.49
,2024-09-04T11:00:48.025965Z,-0.24,-0.79,-0.49
,2024-09-04T11:00:49.459178Z,-0.06,-0.73,-0.43
,2024-09-04T11:00:49.901509Z,-0.18,-0.85,-0.55
,2024-09-04T11:00:51.000674Z,-0.31,-0.85,-0.49
,2024-09-04T11:00:51.94439Z,-0.24,-0.79,-0.49
,2024-09-04T11:00:52.913352Z,-0.24,-0.85,-0.55
,2024-09-04T11:00:53.919919Z,-0.24,-0.79,-0.55
,2024-09-04T11:00:54.959718Z,-0.24,-0.79,-0.49
,2024-09-04T11:00:55.925029Z,-0.24,-0.79,-0.55
,2024-09-04T11:00:57.046612Z,-0.31,-0.79,-0.49
,2024-09-04T11:00:58.061817Z,-0.31,-0.85,-0.49
,2024-09-04T11:00:58.981991Z,-0.24,-0.79,-0.49
,2024-09-04T11:00:59.968195Z,-0.31,-0.85,-0.55
,2024-09-04T11:01:00.949274Z,-0.24,-0.85,-0.49
,2024-09-04T11:01:02.054589Z,-0.31,-0.85,-0.49
,2024-09-04T11:01:02.958439Z,-0.24,-0.79,-0.49
,2024-09-04T11:01:03.959339Z,-0.31,-0.85,-0.55
,2024-09-04T11:01:05.337961Z,-0.18,-0.79,-0.43
,2024-09-04T11:01:05.982612Z,-0.31,-0.85,-0.55
,2024-09-04T11:01:07.071737Z,-0.18,-0.79,-0.49
,2024-09-04T11:01:08.197748Z,-0.18,-0.79,-0.49
,2024-09-04T11:01:09.427253Z,-0.31,-0.85,-0.49
,2024-09-04T11:01:10.045332Z,-0.37,-0.85,-0.55
,2024-09-04T11:01:11.066558Z,-0.24,-0.85,-0.55
,2024-09-04T11:01:15.737041Z,-0.24,-0.85,-0.55
,2024-09-04T11:01:17.954254Z,-0.37,-0.85,-0.49
,2024-09-04T11:01:18.209807Z,-0.18,-0.79,-0.49
,2024-09-04T11:01:18.478969Z,-0.18,-0.73,-0.43
,2024-09-04T11:01:18.970048Z,-0.73,-0.92,-0.61
,2024-09-04T11:01:19.248983Z,-0.12,-0.85,-0.49
,2024-09-04T11:01:19.507847Z,25.88,344.54,-176.94
,2024-09-04T11:01:19.757064Z,61.52,57.5,-120.36
,2024-09-04T11:01:20.178827Z,-90.45,-101.87,24.29
,2024-09-04T11:01:21.625638Z,-96.5,382.81,205.81
,2024-09-04T11:01:22.101111Z,110.66,-333.5,44.74
,2024-09-04T11:01:23.206247Z,2.01,-19.59,-22.22
,2024-09-04T11:01:24.078572Z,-61.52,20.39,20.94
,2024-09-04T11:01:25.09204Z,-271.91,-278.93,458.07
,2024-09-04T11:01:26.117655Z,-137.7,-113.65,66.83
,2024-09-04T11:01:27.111846Z,23.01,-153.5,-46.2
,2024-09-04T11:01:28.108014Z,-38.7,-80.02,-33.26
,2024-09-04T11:01:29.200145Z,1.34,-30.58,-64.15
,2024-09-04T11:01:30.132022Z,-75.74,55.97,76.54
,2024-09-04T11:01:31.12872Z,77.03,-26.25,-38.51
,2024-09-04T11:01:32.131594Z,-0.12,-0.73,-1.04
,2024-09-04T11:01:33.192455Z,0.06,-0.73,-0.73
,2024-09-04T11:01:34.312096Z,1.83,1.4,0.06
,2024-09-04T11:01:35.165328Z,0.12,-1.4,0.49
,2024-09-04T11:01:36.19006Z,-0.67,-1.1,-1.04
,2024-09-04T11:01:37.790986Z,0.85,0.61,-0.67
,2024-09-04T11:01:38.203816Z,-0.06,-0.61,-0.37
,2024-09-04T11:01:39.208819Z,-0.18,-0.61,-0.37
,2024-09-04T11:01:40.453852Z,0.06,-0.61,0.06
,2024-09-04T11:01:41.374936Z,0.43,-0.12,0
,2024-09-04T11:01:42.50136Z,-0.24,-0.67,-1.28
,2024-09-04T11:01:43.189169Z,0.79,0.85,-1.28
,2024-09-04T11:01:44.447062Z,-0.49,-1.46,0.49
,2024-09-04T11:01:45.282684Z,-0.79,-1.34,-0.79
,2024-09-04T11:01:46.392536Z,0,-0.49,-0.55
,2024-09-04T11:01:47.409425Z,-0.31,-0.79,-0.61
,2024-09-04T11:01:50.386082Z,0.06,-0.55,-0.24
,2024-09-04T11:01:50.730248Z,-0.24,-0.79,-0.31
,2024-09-04T11:01:50.98715Z,-0.31,-0.92,-0.55
,2024-09-04T11:01:51.40574Z,0,-0.55,-0.18
,2024-09-04T11:01:52.331431Z,0.24,-0.06,-0.43
,2024-09-04T11:01:53.82636Z,-0.37,-0.85,-0.79
,2024-09-04T11:01:54.248087Z,-0.24,-0.79,-0.55
,2024-09-04T11:01:55.304524Z,-0.49,-1.04,-0.73
,2024-09-04T11:01:56.26187Z,-0.31,-0.85,-0.49
,2024-09-04T11:01:57.350701Z,-0.12,-0.67,-0.24
,2024-09-04T11:01:58.274503Z,0.24,-0.43,-0.12
,2024-09-04T11:01:59.500115Z,-0.73,-1.16,-0.92
,2024-09-04T11:02:00.424869Z,-1.1,-1.46,-1.4
,2024-09-04T11:02:01.35886Z,0.12,-0.55,-0.31
,2024-09-04T11:02:02.318207Z,0.24,-0.37,0.18
