timestamp,x,y,z
2024-08-11 16:13:03.730097920,-0.24,-0.79,-0.43
2024-08-11 16:13:04.533979904,-0.31,-0.73,-0.43
2024-08-11 16:13:04.817292032,-0.31,-0.79,-0.43
2024-08-11 16:13:05.126150912,-0.24,-0.79,-0.43
2024-08-11 16:13:05.365658112,-0.31,-0.79,-0.43
2024-08-11 16:13:05.608933120,-0.24,-0.79,-0.43
2024-08-11 16:13:05.844888064,-0.24,-0.79,-0.43
2024-08-11 16:13:06.082807040,-0.31,-0.79,-0.43
2024-08-11 16:13:06.338113024,-0.37,-0.79,-0.43
2024-08-11 16:13:06.576359936,-0.37,-0.79,-0.37
2024-08-11 16:13:06.816573952,-0.24,-0.79,-0.43
2024-08-11 16:13:07.056367104,-0.24,-0.79,-0.43
2024-08-11 16:13:07.379464960,-0.18,-0.79,-0.43
2024-08-11 16:13:07.610525952,-0.24,-0.79,-0.43
2024-08-11 16:13:07.842931968,-0.24,-0.79,-0.43
2024-08-11 16:13:08.095008000,-0.24,-0.79,-0.43
2024-08-11 16:13:08.402828032,-0.24,-0.79,-0.43
2024-08-11 16:13:08.707653888,-0.31,-0.79,-0.43
2024-08-11 16:13:08.933704960,-0.24,-0.79,-0.37
2024-08-11 16:13:09.223078912,-0.31,-0.79,-0.43
2024-08-11 16:13:09.461267968,-0.24,-0.73,-0.43
2024-08-11 16:13:09.691772928,-0.31,-0.79,-0.37
2024-08-11 16:13:09.922181888,-0.24,-0.79,-0.37
2024-08-11 16:13:10.161214976,-0.24,-0.79,-0.37
2024-08-11 16:13:10.438903040,-0.24,-0.79,-0.43
2024-08-11 16:13:10.760211968,-0.24,-0.79,-0.43
2024-08-11 16:13:11.065584128,-0.37,-0.79,-0.43
2024-08-11 16:13:11.371301120,-0.24,-0.79,-0.43
2024-08-11 16:13:11.679901952,-0.31,-0.79,-0.43
2024-08-11 16:13:11.912372992,-0.31,-0.79,-0.43
2024-08-11 16:13:12.190523904,-0.24,-0.79,-0.37
2024-08-11 16:13:12.417601024,-0.24,-0.73,-0.43
2024-08-11 16:13:12.650352128,-0.24,-0.79,-0.37
2024-08-11 16:13:12.883879936,-0.31,-0.79,-0.43
2024-08-11 16:13:13.216552960,-0.24,-0.79,-0.43
2024-08-11 16:13:13.524932096,-0.31,-0.73,-0.43
2024-08-11 16:13:13.757455872,-0.24,-0.79,-0.37
2024-08-11 16:13:14.034060032,-0.18,-0.85,-0.43
2024-08-11 16:13:14.342131968,-0.18,-0.73,-0.43
2024-08-11 16:13:14.648723968,-0.37,-0.79,-0.43
2024-08-11 16:13:14.879175936,-0.37,-0.79,-0.43
2024-08-11 16:13:15.133197056,-0.18,-0.79,-0.37
2024-08-11 16:13:15.467087104,-0.12,-0.79,-0.37
2024-08-11 16:13:15.752015104,-0.31,-0.79,-0.43
2024-08-11 16:13:16.081216000,-0.49,-0.79,-0.43
2024-08-11 16:13:16.391489024,-0.24,-0.73,-0.37
2024-08-11 16:13:16.697518080,-0.18,-0.79,-0.43
2024-08-11 16:13:17.002887936,-0.24,-0.79,-0.43
2024-08-11 16:13:17.312008960,-0.12,-0.79,-0.43
2024-08-11 16:13:18.336019968,-0.24,-0.73,-0.43
2024-08-11 16:13:18.572196096,-0.24,-0.73,-0.37
2024-08-11 16:13:18.840232960,-0.24,-0.79,-0.37
2024-08-11 16:13:19.080961024,-0.31,-0.79,-0.43
2024-08-11 16:13:19.320348928,-0.24,-0.79,-0.43
2024-08-11 16:13:19.549577984,-0.31,-0.79,-0.43
2024-08-11 16:13:19.872225024,-0.31,-0.79,-0.37
2024-08-11 16:13:20.116918016,-0.31,-0.79,-0.43
2024-08-11 16:13:20.364268032,-0.18,-0.79,-0.37
2024-08-11 16:13:20.692756992,-0.31,-0.79,-0.43
2024-08-11 16:13:21.149752064,-0.24,-0.79,-0.43
2024-08-11 16:13:21.390021120,-0.37,-0.79,-0.37
2024-08-11 16:13:21.718624000,-0.24,-0.79,-0.43
2024-08-11 16:13:21.954842880,-0.31,-0.79,-0.43
2024-08-11 16:13:22.184870912,-0.31,-0.79,-0.43
2024-08-11 16:13:22.429402112,-0.31,-0.79,-0.37
2024-08-11 16:13:23.774187008,-0.18,-0.79,-0.43
2024-08-11 16:13:24.006952960,-0.18,-0.73,-0.37
2024-08-11 16:13:24.227585024,-0.24,-0.79,-0.43
2024-08-11 16:13:24.465874944,-0.18,-0.79,-0.43
2024-08-11 16:13:24.704414976,-0.24,-0.79,-0.43
2024-08-11 16:13:24.931398912,-0.12,-0.79,-0.43
2024-08-11 16:13:25.172360960,-0.37,-0.79,-0.43
2024-08-11 16:13:25.409490944,-0.06,-0.79,-0.43
2024-08-11 16:13:25.642534912,-0.49,-0.73,-0.37
2024-08-11 16:13:25.877286912,-0.18,-0.85,-0.37
2024-08-11 16:13:26.116515072,-0.73,-0.79,-0.43
2024-08-11 16:13:26.359284992,0.18,-0.79,-0.37
2024-08-11 16:13:26.581016064,-0.67,-0.73,-0.43
2024-08-11 16:13:26.806076928,0.12,-0.79,-0.37
2024-08-11 16:13:27.031673088,-0.55,-0.79,-0.43
2024-08-11 16:13:27.255849984,0.0,-0.79,-0.37
2024-08-11 16:13:27.549381888,-0.49,-0.79,-0.43
2024-08-11 16:13:27.862750976,-0.06,-0.79,-0.37
2024-08-11 16:13:28.090888960,-0.37,-0.79,-0.43
2024-08-11 16:13:28.331543040,-0.12,-0.79,-0.43
2024-08-11 16:13:28.564609024,-0.37,-0.79,-0.43
2024-08-11 16:13:28.792009984,-0.31,-0.79,-0.43
2024-08-11 16:13:29.027990016,-0.24,-0.79,-0.43
2024-08-11 16:13:29.256271104,-0.31,-0.79,-0.43
2024-08-11 16:13:29.476659968,-0.24,-0.73,-0.43
2024-08-11 16:13:29.732972032,-0.31,-0.79,-0.37
2024-08-11 16:13:29.977075968,-0.24,-0.73,-0.43
2024-08-11 16:13:30.209338880,-0.37,-0.79,-0.43
2024-08-11 16:13:30.443369984,-0.24,-0.79,-0.43
2024-08-11 16:13:30.670832896,-0.31,-0.73,-0.37
2024-08-11 16:13:30.901308928,-0.18,-0.79,-0.37
2024-08-11 16:13:31.146358016,-0.31,-0.73,-0.43
2024-08-11 16:13:31.375147008,-0.24,-0.79,-0.43
2024-08-11 16:13:31.608664064,-0.24,-0.73,-0.37
2024-08-11 16:13:31.842001920,-0.24,-0.79,-0.37
2024-08-11 16:13:32.075374080,-0.24,-0.79,-0.43
2024-08-11 16:13:32.541541888,-0.24,-0.79,-0.37
2024-08-11 16:13:32.771565056,-0.31,-0.79,-0.43
2024-08-11 16:13:33.010298112,-0.31,-0.79,-0.43
2024-08-11 16:13:33.232400896,-0.24,-0.79,-0.43
2024-08-11 16:13:33.464954112,-0.31,-0.79,-0.43
2024-08-11 16:13:33.703110912,-0.18,-0.79,-0.43
2024-08-11 16:13:33.935286016,-0.31,-0.79,-0.43
2024-08-11 16:13:34.174045952,-0.24,-0.79,-0.37
2024-08-11 16:13:34.407895040,-0.31,-0.79,-0.43
2024-08-11 16:13:34.644485888,-0.31,-0.79,-0.43
2024-08-11 16:13:34.883945984,-0.24,-0.79,-0.43
2024-08-11 16:13:35.128101120,-0.24,-0.79,-0.43
2024-08-11 16:13:35.374676992,-0.24,-0.79,-0.43
2024-08-11 16:13:35.641540096,-0.31,-0.79,-0.43
2024-08-11 16:13:35.879345920,-0.37,-0.79,-0.43
2024-08-11 16:13:36.152963072,-0.31,-0.79,-0.43
2024-08-11 16:13:36.383495936,-0.31,-0.79,-0.43
2024-08-11 16:13:36.626288128,-0.31,-0.79,-0.43
2024-08-11 16:13:36.860429056,-0.31,-0.79,-0.43
2024-08-11 16:13:37.176996096,-0.24,-0.79,-0.43
2024-08-11 16:13:37.484375040,-0.31,-0.79,-0.43
2024-08-11 16:13:37.791138048,-0.24,-0.79,-0.43
2024-08-11 16:13:38.018692096,-0.31,-0.79,-0.43
2024-08-11 16:13:38.250255872,-0.31,-0.79,-0.43
2024-08-11 16:13:38.489449984,-0.24,-0.79,-0.43
2024-08-11 16:13:38.727887872,-0.31,-0.79,-0.37
2024-08-11 16:13:38.967631872,-0.24,-0.79,-0.43
2024-08-11 16:13:39.222614016,-0.12,-0.79,-0.43
2024-08-11 16:13:39.467020032,-0.18,-0.79,-0.43
2024-08-11 16:13:39.704440064,-0.24,-0.79,-0.37
2024-08-11 16:13:39.940999936,-0.24,-0.79,-0.37
2024-08-11 16:13:40.171366912,-0.31,-0.79,-0.37
2024-08-11 16:13:40.409504000,-0.24,-0.79,-0.43
2024-08-11 16:13:40.652879104,-0.31,-0.79,-0.43
2024-08-11 16:13:40.967409920,-0.24,-0.79,-0.37
2024-08-11 16:13:41.274686976,-0.24,-0.79,-0.43
2024-08-11 16:13:41.581346048,-0.24,-0.73,-0.37
2024-08-11 16:13:41.822386944,-0.37,-0.79,-0.43
2024-08-11 16:13:42.093806080,-0.37,-0.79,-0.43
2024-08-11 16:13:42.327540992,-0.24,-0.73,-0.37
2024-08-11 16:13:42.570726912,-0.12,-0.79,-0.43
2024-08-11 16:13:42.799927040,-0.06,-0.79,-0.37
2024-08-11 16:13:43.035974912,-0.24,-0.79,-0.43
2024-08-11 16:13:43.321693952,-0.18,-0.79,-0.37
2024-08-11 16:13:43.561483008,-0.31,-0.79,-0.43
2024-08-11 16:13:43.833735936,-0.24,-0.79,-0.43
2024-08-11 16:13:44.136072960,-0.37,-0.79,-0.43
2024-08-11 16:13:44.410694912,-0.31,-0.79,-0.43
2024-08-11 16:13:44.639650048,-0.31,-0.79,-0.43
2024-08-11 16:13:45.070928896,-0.37,-0.73,-0.43
